score,content,sentimen
"5,""PAHAM BANGET PLS,cuman mines nya ngelag"",bukan keluhan"
5,nice,bukan keluhan
5,saya senang belajar diruang guru,bukan keluhan
"5,""seru banget, kita bisa belajar online, dan lebih cepat masuk ke otak"",bukan keluhan"
5,pembelajaran mudah di pahami,bukan keluhan
5,😻,bukan keluhan
5,bagus,bukan keluhan
5,seru kyk main game canggih juga pokoknya bestt,bukan keluhan
5,sangat membantu dalam belajar,bukan keluhan
5,bagussss bangettt love youuu,bukan keluhan
5,belajar dengan tenang di isi hatimu😊,bukan keluhan
5,bagus banget buat anak aku,bukan keluhan
5,bagus,bukan keluhan
"5,""aplikasi yg sangat bagus dan menarik,ayo buruan download ini sangat bermanfaat loh!!"",bukan keluhan"
5,bagu/s,bukan keluhan
"5,""Saya ingin belajar,apa memiliki akses gratis?"",bukan keluhan"
"5,""ngeselin banget, fiturnya ga lengkap padahal udah keluar 800k mana fitur ai dan bank soal gada, katanya 15 kali tryout dan ternyata zonk, cuma 5 kali (sengaja ngasih bintang 5 biar ulasan gw naik)"",bukan keluhan"
"5,""sangat seru, videonya pembelajarannya interaktif. ada xp untuk menaikkan level dan gold untuk menghias Avatar, seperti di game"",bukan keluhan"
5,bagus banget,bukan keluhan
5,love it.. they explain in an easiest way. mom and son study together,bukan keluhan
5,di buat fahamm ama pematerinyaa,bukan keluhan
"5,""bagus sekali, anaku suka bgt, cuma belum bisa berlangganan.. harus nabung dulu.. tapi.. sangat bagus sekali dan saya suka sekali dengan ruang guru... goodjob .."",bukan keluhan"
"5,""SUKAKKK BANGATTT INTII NYAAA,,,bikin belajar lebih asik den menyenangkan"",bukan keluhan"
5,mantap keren,bukan keluhan
5,keren banget anak ku pake aplikasi ini langsung pintar😚😚,bukan keluhan
5,membantu sekali sebagai bahan ajar,bukan keluhan
"5,""baru pake sih tapi kayak untuk kedepannya ruang guru bisa sangat membantu, saya merasakan perbedaan antara memakai ruang guru dan mencari guru les privat, ruang guru masi memiliki lebih banyak kelebihan terlebih soal dan materi pelajaran yang tertata rapi."",bukan keluhan"
5,seru,bukan keluhan
"5,""Keren banget aplikasi nya, ditambah ada coc dan aoc"",bukan keluhan"
5,sangat cocok,bukan keluhan
5,good,bukan keluhan
5,seru banget bikin belajar semakin semangat karena ada vidio game dan lainnya 🤩🙌🏻,bukan keluhan
5,karna aplikasi ruang guru membantu untuk meningkatkan aktivitas,bukan keluhan
"5,""apk ny ngebantu bngt buat pelajaran,sempet make apk ini dri SMP kls 7 klo ada tugas selalu nyari di ruang guru,tpi sempet berhenti pke ruang guru krna memo penuh,skrng udh kls 11,eh skrng sempet mau pke lagi,dari dlu klo download ruang guru langsung di-WA kaka' ruang gurunya,pda baik-baik responny ☺🤩🤗"",bukan keluhan"
"5,""aku suka bangett,soalnya dari yang dulu nilai matematika aku rendah banget,alhamdulillah sekarang dapatnya selalu 95 dan 100,terus cara belajarnya juga seruu bangett. makasi yaa ruangguru berkat aplikasi ini nilaiku jadi tinggi semuaa💗"",bukan keluhan"
5,Sukaaa bangett dehh😍😍🥰🥰🥰🥰,bukan keluhan
5,ok,bukan keluhan
5,cara belajarnya efektif,bukan keluhan
5,Coc bikin ku bermotifasi untuk belajar lebih keras,bukan keluhan
5,seru💕,bukan keluhan
5,😁😁💯,bukan keluhan
5,kerennnnnn,bukan keluhan
"5,""pembelajaran bimbel offline nya sangat nyaman dan seru, terlebih penjelasan online nya juga mudah dingerti. sangat recommended, ayo berlangganan ruang guru!!"",bukan keluhan"
5,kerenn,bukan keluhan
5,bagus nih buat kita untuk anak muda yang mau pintar harus belajar di si rekomendasi banget deh,bukan keluhan
5,membantu belajar,bukan keluhan
"5,""di lihat-lihat dari iklannya menarik, dan tour percobaan dalam aplikasinya juga menarik, aku mau coba juga deh nanti, eh!, tapi, terus-terusan update ya."",bukan keluhan"
5,seru banget belajar disini,bukan keluhan
"5,""aplikasi nya membantu banget buat persiapan PTS/PAS, utbk, snbt dll"",bukan keluhan"
5,aplikasinya bagus banget😋😋😍😍😘😘,bukan keluhan
5,bagus banget👍👍👍👍👍👍👍👍👍,bukan keluhan
5,masih percobaan,bukan keluhan
5,sangat bagus anak sama JADI pinter,bukan keluhan
5,Kerennn,bukan keluhan
5,membantu banget saat belajar,bukan keluhan
5,aku suka banget sih . seru lagi. aku cepet paham jadinya,bukan keluhan
5,Aku harap ruangguru bisa memberikan sub bab yang gratis lebih banyak tengkyu ruangguru!,bukan keluhan
5,bagus untuk pembelajaran,bukan keluhan
5,seru bgt aku sukaaaaaaaaaa bgt karna bikin jadi giat belajaar !!🤩✨️ dan juga aku jadi makin sering kepilih buat lomba lomba makasih ruangguru!!🤩✨️💫👍🏻,bukan keluhan
5,pasti membantu ku dalam belajar,bukan keluhan
5,baguss ajaa aku sukaa,bukan keluhan
5,membantu bangettttt,bukan keluhan
"5,""bagus bgt , dan bermanfaat"",bukan keluhan"
5,suka banget,bukan keluhan
5,keren,bukan keluhan
5,karakter nya lucu bagus dan banyak ilmu pengetahuan nya 🥰🥰,bukan keluhan
5,MANTAPPP,bukan keluhan
5,sangat bagus,bukan keluhan
5,semenjak pakai ruang guru nilai aku yang dulu jelek sekarang udah bagus,bukan keluhan
5,bagus,bukan keluhan
"5,""suka banget, apa yg dijelaskan cepat dimengerti 🤗🤗🤗"",bukan keluhan"
"5,""bagus banget, nilai ku jadi naik"",bukan keluhan"
"5,""aplikasi ini sangat baguss, ini ngaruh bangett"",bukan keluhan"
5,sangat membantu otak untuk lebih cerdas,bukan keluhan
5,membantu belajar,bukan keluhan
5,bagusssssssss bangettttttt,bukan keluhan
"5,""APLIKASI INI HARUS DI DOWNLOAD !!! SEKALI KALIAN DOWNLOAD INI BELAJAR² JADI PINTER !!! matematika,bahasa indonesia,ipas BANYAK PELAJARAN YANG BISA DIPELAJARI ❤️❤️ aku rating 5 bintang karna aplikasi ini sangat BERMANFAAT"",bukan keluhan"
5,good for wanting to learn,bukan keluhan
5,apknya bagus,bukan keluhan
5,bagus banget aku suka bangettt,bukan keluhan
5,saya sangat puas,bukan keluhan
"5,""Aplikasinya sangat membatu bagi pelajar, Terimakasih Ruang guru"",bukan keluhan"
5,bagus banget nilai raport ku meningkat,bukan keluhan
5,gua disuruh bimbel gara gara murah katanya 💀,bukan keluhan
5,Asik weh,bukan keluhan
5,aplikasi ini sangat bagus dan untuk jadi juara 1 pake aplikasi ini,bukan keluhan
5,bagus seneng ada pet nya juga luccuuu banget ada elemen ada harta karun lucu belajar jadi berasa mainana😁😁👍🏻👍🏻😀,bukan keluhan
5,baguss,bukan keluhan
"5,""kak sejarahi gokil, mantap bintang 10 kalo bisa"",bukan keluhan"
"5,""Bagus, video dirangkum secara singkat aku suka belajar di ruang guru, makasih ruang guru🩷🩷 ngga nyesel aku les disini. btw kuis nya menarik bgt , jadi rajin belajar aku wkwkkwk"",bukan keluhan"
5,baguss bangettttt heyyy,bukan keluhan
5,bagus bgtt kita di jelasin SE detail itu,bukan keluhan
5,aplikasi ini sangat bagus saya rekomen deh bisa membantu kalian belajar pokok ya seru,bukan keluhan
5,bagus bgtt belajar jadi asikk dengan ruang guru,bukan keluhan
5,bisa buat gw pinter,bukan keluhan
5,bagus banget,bukan keluhan
5,bagus untuk belajar 🙏🏻,bukan keluhan
"5,""Ruangguru keren banget, belajar jadi gak ngebosenin karena ada video animasi dan tutor yang asik banget ngejelasinnya, recommended banget buat yang mau belajar tapi tetap santai"",bukan keluhan"
5,sangat membantu,bukan keluhan
5,mudah di mnegerti,bukan keluhan
5,bagus dan mulai dari yang mudah sampai mulai kesulitan,bukan keluhan
5,aplikasi yg sangat bagus,bukan keluhan
"5,""seruu bngt belajar di ruangguru, lovv bngt deh"",bukan keluhan"
5,keren banget pokoknya,bukan keluhan
"5,""kenapa ya ruangguru ini saat masuk ada tulisan """"ada masalah silakan coba lagi nanti"""" jadi gk nyaman banget ."",bukan keluhan"
5,keren,bukan keluhan
5,ruang guru sangat membantu untuk meningkatkan prestasi belajar,bukan keluhan
"5,""rekomen banget buat para pelajar , buat ngerjain tugas juga bisa , mau ngerangkum ada rangkuman nya ,bagus deh pokok nya...semoga selama aku pake ruangguru aku bisa jadi lebih paham materi nya dan bisa rank 1 lagi kelas maupun pararel"",bukan keluhan"
5,aplikasi nya membantu ku saat belajar untuk naik kelas. terimakasih ruang guru karena aku mendapatkan peringkat 4 thanks you,bukan keluhan
"5,""aplikasi ini sangat bagus, bisa untuk berlatih di rumah maupun di luar rumah. Luar biasa."",bukan keluhan"
"5,""bagus banget, dan gampang dipahami"",bukan keluhan"
5,aplikasi ini sangat bagus untuk anak anak direkomendasi kan banget 😊😊☺️,bukan keluhan
5,BANTU BANGET BUAT BELAJARRR KARENA RUANGGURU MEMBANTU NILAI AKU BANGETT GRATIS LAGI,bukan keluhan
5,Terima kasih sudah bangunin cewekku,bukan keluhan
5,jadi bisa ngitung cepet😀😀,bukan keluhan
5,the best,bukan keluhan
5,baguss pokoknya,bukan keluhan
5,sangat bagus untuk belajar anak,bukan keluhan
5,mantap,bukan keluhan
5,saya sangan senang dan puas belajar dengan ruang guru ( hebat) 👍,bukan keluhan
5,lebih gampang belajar di sinii CIHUYYYY,bukan keluhan
5,sesuai harga dan kualitas,bukan keluhan
5,sangat bagus,bukan keluhan
5,mantap,bukan keluhan
"5,""oke,,,"",bukan keluhan"
5,Baguss banget mudah di pahami semua materi yang di jelaskan dan peringkat aku juga naik bagus deh 🔥🔥,bukan keluhan
5,sangat bagus,bukan keluhan
5,👍👍❤️,bukan keluhan
5,BERMANFAAT BANGETT!! macam-macam adaa!♥,bukan keluhan
5,🔥,bukan keluhan
5,bagus cuma update2 lah materi nya. contohnya PKN itu materinya ga sesuai di kelas 11 kurmer semester ganjil,bukan keluhan
5,ayo masuk ruang gru sy yakin anak anda di didik dengan sangat baik dan fasilitas modern,bukan keluhan
"5,""oke bagus buat anak, anak saya jadi ke level 2"",bukan keluhan"
"5,""NGEBANTU BANGET, makasih tim Ruangguru!! <33"",bukan keluhan"
5,bermanfaat,bukan keluhan
5,keren,bukan keluhan
5,aplikasi keren,bukan keluhan
5,baguussssssssss!!!! bgttttt!!!!!!,bukan keluhan
5,bagus,bukan keluhan
5,Nyoba dulu ya min,bukan keluhan
5,aku suka bangett,bukan keluhan
"5,""apakah aplikasi ruangguru ini, orang tunanetra juga bisa. zaman sekarang orang gangguan penglihatan udah bisa memegang HP memakai fitur TalkBack bawaan dari HP. Saya mau tanya orang gangguan penglihatan juga bisa memakai aplikasi ruang guru inikah. takutnya aplikasi ini untuk tunanetra masih belum mendukung. hehehe?"",bukan keluhan"
"5,""menurut saya, aplikasi ruangguru cocok buat belajar tersusun rapi materi nya mudah di pahami dan dimengerti. Dan kalo bisa developer nya tingkat kan vitur vitur nya karna kadang ada beberapa bug di aplikasinya"",bukan keluhan"
5,membantu sekali,bukan keluhan
5,oke bgt,bukan keluhan
5,Ruang guru sekali kita buka kita jadi pintar ruang guru hebat ruang guru temenan yuk sama aku nama aku Alia☺️❤️,bukan keluhan
5,bagusss sekaliiiii👏,bukan keluhan
"5,""aku suka sama ruangguru karena membuat aku giat belajar dan membuat nilai ku naik,walaupun ada yang berbayar tapi banyak juga yang gratis,aku pilih gratis karena aku masih pelajar terimah kasih ruangguru ✌🏻"",bukan keluhan"
5,aplikasi nyah bagus banget ini mah saya kasih bintang 5,bukan keluhan
5,berguna untuk anak yang sedang dimasa belajar,bukan keluhan
5,lumayan bisa buat belajar selama MPLS,bukan keluhan
5,keren,bukan keluhan
5,baru langganan,bukan keluhan
5,mudah dimengerti,bukan keluhan
"5,""suka banget,anak saya jd mdh paham materi"",bukan keluhan"
5,sangat bagus dan gampang untuk dipelajari,bukan keluhan
"5,""Aplikasinya sangat membantu dan juga menambah wawasan ilmu pengetahuan,belajar dimana aja bisa"",bukan keluhan"
5,bagus banget bisa belajar dengan cepat,bukan keluhan
"5,""ngebantu banget buat belajar,jadi suka deh sama aplikasi ruang guru"",bukan keluhan"
"5,""aplikasi paling lengkap deh kalo soal untuk belajar dan memperdalam materi terutama materi-materi sekolah dan utbk. ada berbagai macam vidio penjelasan yang menarik dan mudah dipahami, drill soal, kuis,peta konsep materi, serta modul pembelajaran yang semuanya sangat berguna untuk menunjang segala aktivitas pembelajaran secara daring. terimakasih ruang guruu!!! selalu berbenah menjadi lebih baik lagi!!!"",bukan keluhan"
5,sangat membantu,bukan keluhan
5,good,bukan keluhan
5,cocok banget buat anak belajar🫵🏻🥹,bukan keluhan
5,baru berlangganan dan ruangguru ini menjelaskan pelajaran nya dengan baik begitu juga kakak kakak ruang guru baik semua jadinya bikin belajar giat :D,bukan keluhan
5,war biasa,bukan keluhan
5,saya sangat senang karena ruang guru sangat bagus untuk saya belajar jadi sekarang saya suka belajar,bukan keluhan
5,aku banyak belajar dari aplikasi ini emang the best,bukan keluhan
5,aplikasi terbaik,bukan keluhan
5,seruu,bukan keluhan
5,☺️✨,bukan keluhan
5,aplikasi ini menurut sayaa mudah di pahami,bukan keluhan
"5,""aplikasi Ruangguru ini sangat membantu aku belajar, aku suka banget sama fitur video pembelajarannya, penjelasannya mudah dipahami dan bikin aku cepat mengerti materi. Secara keseluruhan, aplikasi ini mempermudah proses belajarku dan membuatnya jadi lebih menyenangkan. 3Q Ruangguru"",bukan keluhan"
"5,""Bagus banget, aplikasinya unik dan membantu. Ada videonya yang menarik dan mudah dipahami, ada juga pets nya yang imut imut!"",bukan keluhan"
5,sukaaaas bgtttttt,bukan keluhan
5,sangat bagus,bukan keluhan
"5,""keren, sangat mudah dipahami"",bukan keluhan"
5,Download demi bisa nonton COC,bukan keluhan
5,sangat bermanfaat buat aku pokok nya the best 😍,bukan keluhan
5,download ruang guru cuman demi nonton Clash of champions 🗿🗿👍,bukan keluhan
5,keren bget kak,bukan keluhan
5,bagus,bukan keluhan
5,aplikasi ini mengajarkan saya dengan baik,bukan keluhan
5,sukaa.. download cm buat nontonn coc si😍😍😍,bukan keluhan
5,waktu nyoba download ruang guru karna iseng eh tau²nya seru banget bahkan penjelasan video nya mudah buat aku ngerti bisa bikin aku nambah semangat belajar pake ruang guru,bukan keluhan
5,bimbell terbaik dan terbaguss se indonesia🫰 baru belajar 2 hri aja udah kerasa bedanya🥰,bukan keluhan
5,bagus untuk belajar anak d rumah,bukan keluhan
5,Aplikasi yang sangat bermanfaat,bukan keluhan
5,Bisa mempelajari semua jenjang sekolah👍👍👍🎉🎉🎉🎊🎊🎊,bukan keluhan
5,aplikasi nyaa baguss bangett buatt belajarrr,bukan keluhan
5,buat aku jadi lebih ngerti pecahan dll bagus bngt safety bngt di jelasin gimana caranya pokoknya bgus deh buat belajar yang nilai nya anjlok kebantu bngt ruang guru🤍,bukan keluhan
5,Kirain gem ternyata taikkk,bukan keluhan
5,👍👍👍,bukan keluhan
"5,""keren, bagi kalian yang baru akan mendowlowd mending langsung aja nggak usah ragu! bisa juga belajar gratis kok"",bukan keluhan"
5,bagus untuk belajar,bukan keluhan
"5,""baguss bgttt aplikasinyaa menjelaskan dividio yang singkat tapi mudah dimengertii,suka juga ke kartun daf dan Lulu nya"",bukan keluhan"
"5,""apk yang sangat bagus,banyak metode pembelajarannya dan sangat wajib bagi para pelajar seperti saya,agar bisa menjadi generasi emas indonesia‼️"",bukan keluhan"
5,membatu belajar anak,bukan keluhan
5,hai..kak menurut ku apk ini sangat membuat saya untuk belajar...vidio pembelajaran nya pun mudah untuk dimengerti...,bukan keluhan
"5,""bagus, cuma apknya agak lag"",bukan keluhan"
5,bagusss banget semua penjelasan mudah di pahami,bukan keluhan
5,sangat memuaskan,bukan keluhan
5,bikin akuu mengerti,bukan keluhan
5,bagus bangett 👍🏼👍🏼👍🏼👍🏼🫶🏼🫶🏼,bukan keluhan
5,bagus banget bikin pintar walau gak ngerti dikit,bukan keluhan
5,andd yupp aku berhasil mertahanin ranking 1 akuu karenaa ruang guruu,bukan keluhan
5,Aplikasi adalah App belajar yg menurut opini saya akurat.,bukan keluhan
5,nice app super,bukan keluhan
"5,""Sangat bagus, aplikatif dan sangat menunjang proses pembelajaran bagi siswa"",bukan keluhan"
5,seru sekali,bukan keluhan
5,Aplikasinya sangat berguna banget untuk lebih memahami materi yang belum atau sudah di sampaikan guru tapi sayangnya harus berlangganan kalau mau full video belajarnya,bukan keluhan
"5,""Jujur, saya kalo belajar di ruang guru semangat banget karena mudah dipahami,saya sudah pakai ruang guru sejak kelas 1 SD sampai kelas 5 SD, dan saya akan terus memakai ruang guru kalo lagi belajar🔥🔥"",bukan keluhan"
5,emang ruang guru ini bagus baget cara gajerinya juga bagus dansaya puas saya suka degan aplikasi ini,bukan keluhan
5,ini bisa membuat kita lebih pandai,bukan keluhan
5,sangat membantu,bukan keluhan
5,buat bimbel di rumah ketika liburan dari pondok Mantap josss.. 😁😁,bukan keluhan
5,Bagus banget,bukan keluhan
5,mudah di mengerti,bukan keluhan
5,goodjob,bukan keluhan
5,sangat bagusss,bukan keluhan
5,Bismillah bisa bantu putri saya dalam proses belajar,bukan keluhan
"5,""bangussss bangettt tapi aku baru kerjain misi tapi kok ga nambah2 yaaa tolong perbaiki blgnya yaa soalnya aku mau kerjain misi, misinya gak nambah nambah maksudnya aku udah kerjain tapi tetep 0 🙏🏻"",bukan keluhan"
5,mau nonton video belajar tapi berbayar,bukan keluhan
5,bagus banget untuk anak saya anak saya sangat suka nonton clas of campuran sayangnya harga nya terlalu mahal tapi saya tetap dukung anak saya untuk tetap mengikuti ruang guru terima kasih ruang guru,bukan keluhan
5,aplikasi nyaa baguss bangettt! pokoknya aku terbantu belajarnyaa dari melihat video video dari aplikasi inii,bukan keluhan
5,aplikasi yang bagus,bukan keluhan
5,Sangat membantu dalam Hal pembelajaran 🫶🏻☺️,bukan keluhan
"5,""Terimakasih banget buat Ruangguru yg bener-bener bantuin aku buat ngambil keputusan tersulit dimasa sekolah yaitu belajar. Didalam terdapat video pembelajaran yg gampang banget dipahami, soal menantang yg buat kita bisa mempelajari apa yg udah kita lihat juga dengan pembahasan super lengkap. Thank u so much ruangguru yg udah bantuin aku dari SMP dan berhasil dapet rangking 1. Ga nyangka seumur hidup belum dpt rangking 1 malah dapet beneran TwT."",bukan keluhan"
5,bagaimana cara gabung bimbel ruang guru online admin,bukan keluhan
5,ok terbaik,bukan keluhan
"5,""aplikasi ruangguru ini bagus buat belajar dan ada soal-soalnya juga. cocok buat SD, SMP, SMA dan Umum."",bukan keluhan"
5,keren,bukan keluhan
5,bagus banget buat belajar belajar,bukan keluhan
5,ruang guru is the best,bukan keluhan
5,sangat bagus untuk pelajar,bukan keluhan
"5,""sumpah,ini tuh gak perlu dijelasin lagi keuntungan belajar disini.ada beberapa video yang gratis dan gak semua nya bayar,dan itu benar-benar membantu dalam belajar.disetiap penjelasan divideo itu selalu dikasih kuis.pokoknya the best lah ruangguru ini,ANJAYYY!!!"",bukan keluhan"
5,bagus untuk belajar,bukan keluhan
"5,""semenjak saya langganan di ruang guru saya lebih suka meluangkan waktu saya untuk belajar karena belajar di ruang guru sangat seru dan mudah dipahami, disajikan konsep kilat, rangkuman materi, bank soal dll... saya sangat berterima kasih kepada ruang guru sekarang saya lebih semangat untuk belajar 🥺😊😊😊"",bukan keluhan"
"5,""NYESEEEL BNGT KENAPA BARU DOWNLOAD SEKARAANGG. Harus nya mulai smp aku download Ruangguru, karena ternyata aljabar ngak sesuah itu kok (buat otak ku yang agak lemot). Thanks Ruangguru"",bukan keluhan"
5,good,bukan keluhan
5,seruu aku bisa paham,bukan keluhan
"5,""Jujur suka banget sama aplikasi Rungguru karena videonya menjelaskan materi secara singkat, mudah dimengerti, dan menarik. Disertai pula ilustrasi, jadi lebih masuk ilmunya ke otak. Setiap ada ulangan aku pasti belajarnya di aplikasi Rungguru dan beneran ngebantu nilai jadi bagus, sehingga akhirnya gak pernah ikutan remedial di Kelas. Aku sudah langganan dari kelas 6 SD sampai sekarang kelas 3 SMA, tapi selalu dibuat paham. Sama sekali ga nyesel dan puas. Sayang banget sama Ruangguru💞"",bukan keluhan"
5,tetapi sayang aplikasi ruang guru tidak ada bahasa Mandarin tolonglah tambahkan bahasa Mandarin Saya suka dengan Mandarin salam Semarang,bukan keluhan
"5,""Thank you very much for Ruangguru, kalian keren pokok 😭🙏🏼 dulu waktu sekolah saya belum ada Ruangguru, meskipun saya sudah lulus tetapi tidak ada salah nya belajar kan, Tidak ada kata terlambat dalam belajar, Belajar itu penting kapanpun itu. Which is dengan kalian belajar dapat menambah wawasan kalian. Wawasan yang didapatkan bisa buat upgrade diri kalian. Buat kalian anak sekolah semangat belajar yaa 😼💪Menurut saya, kalian semua wajib punya Ruangguru di HP kalian 😠🤓👍"",bukan keluhan"
5,mantap,bukan keluhan
5,sangat membantu aku belajar,bukan keluhan
"5,""apk ini sangat membantu untuk pembelajaran lebih dalam dan menjadi langkah kecil ku untuk mencapai ptn favorit ku, Ayo download ruang guru🥰🥰"",bukan keluhan"
5,sangat membantu dalam belajar,bukan keluhan
5,Aplikasi nya sangat bagus dan semua mata pelajaran nya mudah di mengerti.,bukan keluhan
5,pendidikanya bagus,bukan keluhan
"5,""baru seminggu pakai Ruangguru tapi udah kerasa banget bedanya! materi pelajarannya disusun rapi dan gampang dimengerti, terus video belajarnya juga seru banget jadi belajar nggak bikin ngantuk. aku suka fitur latihannya karena bisa langsung latihan setelah belajar. semoga makin semangat belajarnya bareng Ruangguru! 😍📚✨"",bukan keluhan"
"5,""sangat membantu dan penjelasan nya juga gampang bikin semua mata pelajaran jadi mudah, makasih ruang guru!"",bukan keluhan"
5,penjelasannya bagus banget gampang dimengerti hehe 🙏🏾😊🤗,bukan keluhan
5,keren,bukan keluhan
5,gaada kata2 selain baguss bangett,bukan keluhan
5,saya sangat senang dengan adanya ruang guru karena saya bisa belajar dengan nyaman,bukan keluhan
"5,""aplikasi ini sangat membantu saya dalam belajar, pokoknya keren banget dah, kalo mau belajar autodidak mending di sini aja!!"",bukan keluhan"
5,sayang,bukan keluhan
5,metode pembelajarannya cocok banget buat tipe orang yang harus punya target buat belajar🤣,bukan keluhan
5,sangat membantu dan meningkatkan semangat untuk belajar 😊💯,bukan keluhan
5,aplikasi yang sangat membantu dalam belajar,bukan keluhan
5,bagus,bukan keluhan
5,terbaik,bukan keluhan
5,pelayanannya bagus bangettt kalo bukan kendala uang aku juga pengen belajar di sini. aku rekomendasiin bangett kalo mau belajar harus di sini,bukan keluhan
5,bagus sangat mudah dipahami,bukan keluhan
5,Aplikasinya sngt mmbantu,bukan keluhan
5,seru banget belajar di ruang guru,bukan keluhan
5,bagus dan mudah mengerti,bukan keluhan
5,tim yang download ruang guru cuma buat liat coc lebih gasikk😥🥹,bukan keluhan
5,EROR GABISA DIBUKA UDAH 2 JAM LEBIH TOLONG NEHH,bukan keluhan
5,terimakasih karna telah mengadakan kompetisi COC!!!,bukan keluhan
5,💯,bukan keluhan
"5,""baguss bngtt, nilai ku jadi naik derastis"",bukan keluhan"
"5,""download karna mau nonton coc, hehe gapapa ya min 😅"",bukan keluhan"
"5,""pelajarannya lengkap, tapi vidionya terbatas jadi untuk masyarakat kurang mampu jadi susah belajar. jadi permintaan aku bisa gak kk\bg harganya di murahin dikit, pleasee"",bukan keluhan"
"5,""i liked,,,seru banget belajar di Ruangguru. Karena, cara penjelasan materinya sangat menyenangkan dan tidak mudah membuat bosan ketika kita menontonnya karena banyak animasi-animasi yang lucu. Selain itu, penjelasan yang diberikan mudah untuk dipahami. Good job Ruangguru👍👍 sudah membuktikan bahwa belajar itu menyenangkan dan tidak membosankan."",bukan keluhan"
"5,""bagus aplikasi nya, sangat membantu. thanks"",bukan keluhan"
5,Alhamdulillah makin happy belajar setelah install ruang guru,bukan keluhan
5,Sangat bagus dan berguna bagi manusia,bukan keluhan
5,aplikasi nya sangat bagus untuk semua pelajar!!,bukan keluhan
5,Sangat bagus dan cocok untuk belajar secara online 👍,bukan keluhan
5,aku suka aku pengen manjandi anak yang berbakti kepada orang tua,bukan keluhan
5,very helpful for learning!,bukan keluhan
5,good,bukan keluhan
5,Bagus,bukan keluhan
5,goks,bukan keluhan
"5,""ini bimbel keren sih,untuk saya anak tkj,tapi sayangnya gada rpl"",bukan keluhan"
5,ini seru bisa belajar dan bermain tidak membosankan,bukan keluhan
5,Sangatta bagussszz Dann Sangatta membantuu kitaa untukk belajar di rumaahhh,bukan keluhan
5,Bagus banget,bukan keluhan
5,sangat bagus dan membuat saya cepat mengerti tentang pelajaran nya,bukan keluhan
5,baaaaggggguuuussss,bukan keluhan
5,ini sangat membantu saya belajar,bukan keluhan
5,membantu sieh,bukan keluhan
5,bagus banget sangat membantu,bukan keluhan
"5,""aplikasi pendidikan indonesia no.1 ini mahh, se asia juga kalahh, hebat ruangguru AKU AKAN TERUS MENDUKUNGMU"",bukan keluhan"
5,bagus pembahasannya jadi kalo belajar lebih faham,bukan keluhan
5,bagusss,bukan keluhan
5,Bagus bgt enak buat yg SD-SMA apalagi kalo di SMP tambah semangat,bukan keluhan
5,ruang guru sangat membantu aku dalam mata pelajaran aku sangat menyukainya,bukan keluhan
5,seru banget belajar jadi ga bikin bosen,bukan keluhan
5,bagus banget ya😊👍,bukan keluhan
"5,""sangat membantu mempelajari pembelajaran, fitur nya juga sangat membantu"",bukan keluhan"
"5,""apakah disini ada latihan untuk SAT,A-LEVEL,GMAT DAN GRE? Tolong tambah min biar lengkap,ditunggu...."",bukan keluhan"
"5,""belajar diruang guru sngt menyenangkan skli,soalny vidio belajarnya seru,penjelasannya mudah dipahami😻😻"",bukan keluhan"
5,bagus baget,bukan keluhan
5,sangat memuaskan,bukan keluhan
5,bagus banget aplikasi ini,bukan keluhan
5,Apk favorit saat saya belajar,bukan keluhan
5,aplikasi yang sangat bagus karena membantu anak² belajar dengan tema yang menarik,bukan keluhan
5,bagussssss bangetttt,bukan keluhan
5,terimakasi karena telah membuatkan aplikasi membantu belajar,bukan keluhan
5,pengen Dee belajar ilmu dari ruang guru karena saya pernah liat video orang pintar dalam matematika Dee semoga saya bisa jadi mereka*✓,bukan keluhan
5,sangat cocok untuk belajar,bukan keluhan
5,mantap,bukan keluhan
5,Bagus banget interaktif lagi auto rangking 1 lgi kalo gini mah makasih ruang guru atas pembelajarannya,bukan keluhan
5,ngebantu banget dalam belajar hal baru dan aplikasi buat ambis baregg🤩💖,bukan keluhan
5,bagus seru untuk belajar,bukan keluhan
5,lucu banget kalo dapet 100,bukan keluhan
"5,""aplikasi ruang guru ini sangat membantu sekali terutama penjelasan nya yang mudah sekali untuk dipahami, belajar lebih menyenangkan"",bukan keluhan"
5,KERENN BANGETT POKOKNYAA👍👍,bukan keluhan
5,ini udah bagus buat belajar,bukan keluhan
5,sangat bagus,bukan keluhan
5,sangat baik untuk semua pelajaran,bukan keluhan
5,seru bisa belajar sambil bermain,bukan keluhan
"5,""bismillah dengan ini aku bisa berubah, dan bisa mencapai PTN impian aminn🤲🤲"",bukan keluhan"
5,bagus,bukan keluhan
5,of course very helpful in learning 💝,bukan keluhan
5,asik nggak ngebosenin,bukan keluhan
5,lebih seru nonton coc nya,bukan keluhan
"5,""AKU LANCAR BAHASA INGGRIS GARA GARA BELAJAR DI RUANG GURUUUU!!, pokoknya ruang guru bagus bangett"",bukan keluhan"
5,bagus,bukan keluhan
5,Sangat membantu belajar aku ya mudah bosen 🫰🏻🫰🏻🫰🏻,bukan keluhan
5,keren,bukan keluhan
5,download ini buat nungguin COC sm AOC doang😭😭,bukan keluhan
5,ok vet,bukan keluhan
"5,""bagus bgtt,semangat terus ruang guru 😘"",bukan keluhan"
5,gratisin plss,bukan keluhan
5,sangat cocok bagi kita yang ingin belajar,bukan keluhan
5,bagus banget,bukan keluhan
5,bikin tau,bukan keluhan
