no,Madura,indonesia,hal,buku kelas
1811.0,Tada'ta'bisa lako pa-apa.,Sama sekali tidak bisa berbuat apa-apa.,90,Novel Èsarepo Bèncong
1812.0,Pasra la Rasat ka cobhâna.,Pasrahlah Rasat pada cobaannya.,90,Novel Èsarepo Bèncong
1813.0,Kakè rèya sènyatana museng.,Kamu ini yang nyatanya musang.,90,Novel Èsarepo Bèncong
1814.0,Kakè tadá' bánnya'en rèng binè' neng dhisa dinna'yá.,Kamu habisi banyaknya perempuan di desa sini ya.,90,Novel Èsarepo Bèncong
1815.0,Kor la tao robba aslina kakè cong.,Baru tahu rupa aslinya kamu cu.,90,Novel Èsarepo Bèncong
1816.0,"Rè-kère, la go-majagoa bbái.","Kiri-kanan, sudah jago-jagoan saja.",90,Novel Èsarepo Bèncong
1817.0,Ngoca'Mirah sambi neggu' obu'en Rasat.,Ucap Mirah sambil memegang rambutnya Rasat.,90,Novel Èsarepo Bèncong
1818.0,Langsong Rasat èpanyèllem dâlem aèng cètekgha bi'Mirah.,Langsung Rasat ditenggelamkan dalam air dangkalnya oleh Mirah.,90,Novel Èsarepo Bèncong
1819.0,Pas Rasat akretek dâlem atèna.,Lalu Rasat berkehendak dalam hatinya.,90,Novel Èsarepo Bèncong
1820.0,Amaca ca'-bâcaan èlmo Bellu' Lècèn.,Membaca bacaan-bacaan ilmu Belut Licin.,90,Novel Èsarepo Bèncong
1821.0,Pagghun tadâ' sè aobâ.,Tetap tidak ada yang berubah.,90,Novel Èsarepo Bèncong
1822.0,Polana abit dâyyâ pas cètakghâ Rasat èyangka'bi' Mirah on-laonan.,Karena lama begitu lalu kepalanya Rasat diangkat oleh Mirah pelan-pelan.,90,Novel Èsarepo Bèncong
1823.0,Obu' neng cètakghâ Rasat sè ètegghu' Mirah aobâ.,Rambut di kepalanya Rasat yang dipegang Mirah berubah.,90,Novel Èsarepo Bèncong
1824.0,Aobâ dhâddi celleng polos lècèn.,Berubah menjadi hitam polos licin.,90,Novel Èsarepo Bèncong
1825.0,"Pas mowana èpangadhep bi'Mirah dâyyâ, Mirah langsong ngocol apa sè ètegghu'.","Lalu mukanya dihadapkan oleh Mirah begitu, Mirah langsung melepas apa yang dipegang.",90,Novel Èsarepo Bèncong
1826.0,Rasat sè èkennal gântengnga aobâ.,Rasat yang dikenal tampannya berubah.,90,Novel Èsarepo Bèncong
1827.0,Cètakghâ aobâ dhâddhi cètakghâ bellu'.,Kepalanya berubah menjadi kepalanya belut.,91,Novel Èsarepo Bèncong
1828.0,Da-jânda sèajhellingaghi marèngès.,Janda-janda yang melihatnya meringis.,91,Novel Èsarepo Bèncong
1829.0,Bâdâ sè langsong aberka' cèr-kalacèr polana tako'.,Ada yang langsung berlari tunggang-langgang karena takut.,91,Novel Èsarepo Bèncong
1830.0,Dhâddhi sampè' satèya Rasat bâdâ neng tasè'.,Jadi sampai sekarang Rasat ada di laut.,91,Novel Èsarepo Bèncong
1831.0,Dhâddhi patoghuna tasè' sè bâdâ neng konco'lao'.,Menjadi penunggunya laut yang ada di ujung selatan.,91,Novel Èsarepo Bèncong
1832.0, Karang Tangès Karang Mèsem Kakè ta' tao arapa Raden Segara 1 amèsa karang sèsabbbanna masèttong?,Karang Tangis Karang Senyum. Kamu tidak tahu kenapa Raden Segara 1 memisah karang yang sebelumnya menyatu?,93,Novel Èsarepo Bèncong
1833.0,"Arapa Radèn Segara tègbá ka tarètan kembbár sè sabellunna èojuk dâri kampongnga polana padá ta' endâ' apèsa dâri kampong, pas abèrra èbbasto dhaddbi karang?","Kenapa Raden Segara tega pada saudara kembar yang sebelumnya diusir dari kampungnya karena sama-sama tidak ingin berpisah dari kampung, lalu dengan berat hati dihancurkan menjadi karang?",93,Novel Èsarepo Bèncong
1834.0,Rèng-orèng ta' partajhâ jhâ' Radèn Segara rèya pegghel ka rèng kaduwwâ rèya.,Orang-orang tidak percaya bahwa Raden Segara ini jengkel pada kedua orang ini.,93,Novel Èsarepo Bèncong
1835.0,Pegghel polana kembhâr.,Jengkel karena kembar.,93,Novel Èsarepo Bèncong
1836.0,Kembhâr ghula padâ'â dâyyâ akala.,Kembar katanya seperti itu mengalah.,93,Novel Èsarepo Bèncong
1837.0,Jhâ' rèng akalla bhidâ.,Kan orang akalnya beda.,93,Novel Èsarepo Bèncong
1838.0,Sè sèttongnga senneng mon bâdâ rèng sossa otabâ rèng sè ècapo' mosèbâ.,Yang satunya senang kalau ada orang susah atau orang yang dihinggapi musibah.,93,Novel Èsarepo Bèncong
1839.0,Mon sèttongnga sossa mon bâdâ rèng ècapo' mosèbâ.,Kalau satunya susah kalau ada orang dihinggapi musibah.,93,Novel Èsarepo Bèncong
1840.0,Bânnè ghun jiyâ.,Bukan hanya itu.,93,Novel Èsarepo Bèncong
1841.0,Radèn Segara ta' mèkkèranna bhârkembhâr polè.,Raden Segara tidak memikirkan barang kembar lagi.,93,Novel Èsarepo Bèncong
1842.0,"Bilâ mon bâdâ orèng, hèwân, otabâ râng 1 Raden Segara panèka orèng awwâl sè ngennengngè polo Madhurâ bhârâng sè kembhâr, Radèn Segara langsong makalowar Tombak Nenggolo, langsong èbhâsto. ","Bila ada orang, hewan, atau 1 Raden Segara ini orang awal yang menempati pulau Madura barang yang kembar, Raden Segara langsung mengeluarkan Tombak Nenggolo, langsung dihancurkan.",93,Novel Èsarepo Bèncong
1843.0,Tombhâk jiyâ ollèna makala olar naghâ kembhâr neng Nong Gegger.,Tombak itu dapatnya mengalahkan ular naga kembar di Gunung Geger.,94,Novel Èsarepo Bèncong
1844.0,Tombhâk sèttongnga anyama Tombak Alugoro.,Tombak satunya bernama Tombak Alugoro.,94,Novel Èsarepo Bèncong
1845.0,Acaca Raden Segara dhâddhi ènga' ka orèng saktèanyama Rajâb neng buku carèta Surga Sungsang tolessanna Triyanto Triwikromo.,Berbicara Raden Segara menjadi ingat pada orang sakti bernama Rajab di buku cerita Surga Sungsang tulisannya Triyanto Triwikromo.,94,Novel Èsarepo Bèncong
1846.0,"Salaèn ta' senneng ka bhâr-kembhâr,Rajâb ta' senneng kèya ka sè nep-ghânep.","Selain tidak senang pada barang kembar, Rajab tidak senang juga pada yang genap-genap.",94,Novel Èsarepo Bèncong
1847.0,"Neng carètana, bilâ bâdâ orèng kembhâr otabâ râng bhârâng sè jomlana kembhâr, rowa kodhu patè'è sala sèttongnga.","Di ceritanya, bila ada orang kembar atau barang-barang yang jumlahnya kembar, itu harus dibunuh salah satunya.",94,Novel Èsarepo Bèncong
1848.0,"Contona bâdâ dhalko' potè sabânnya' duw lèkor,le rowa kodhu patè'è sala sèttongnga.","Contohnya ada tekukur putih sebanyak dua puluh dua, nah itu harus dibunuh salah satunya.",94,Novel Èsarepo Bèncong
1849.0,Alassanna polana Pangèran ta' perna aghâbây Nabi bi' Malaèkat kembhâr neng dhunnya.,Alasannya karena Tuhan tidak pernah membuat Nabi dan Malaikat kembar di dunia.,94,Novel Èsarepo Bèncong
1850.0,Dhâddhi Rajâb ta' endâ' ka bhâr-kembhâr.,Jadi Rajab tidak ingin pada barang kembar.,94,Novel Èsarepo Bèncong
1851.0,Bhidâ bi' Radèn Segara.,Beda dengan Raden Segara.,94,Novel Èsarepo Bèncong
1852.0,"Radèn Segara ta' matè'è orèng,hèwân, bi' râng-bhârâng langsong, tapè abhâsto bi' Tombhâk Nènggolona.","Raden Segara tidak membunuh orang, hewan, dan barang-barang langsung, tapi menghancurkan dengan Tombak Nenggolonya.",94,Novel Èsarepo Bèncong
1853.0,Mon Rajâb langsong matè'è.,Kalau Rajab langsung membunuh.,94,Novel Èsarepo Bèncong
1854.0,"Matèna Raden Segara, matè maèlang.","Matinya Raden Segara, mati menghilang.",94,Novel Èsarepo Bèncong
1855.0,Maelang neng dhisa Nèpa bi' embu'en Putri Tunjungsekar.,Menghilang di desa Nepa dengan neneknya Putri Tunjungsekar.,94,Novel Èsarepo Bèncong
1856.0,"Maèlangnga èsaksè'è bi' prajurit neng Karaton Giling Wesi 5 sè dâri Medangkamulan, kennenganna Embana Radèn Segara.","Menghilangnya disaksikan oleh prajurit di Keraton Giling Wesi 5 yang dari Medangkamulan, tempatnya Neneknya Raden Segara.",94,Novel Èsarepo Bèncong
1857.0,"Bâkto jiyâ anajhâ'â Radèn Segara ka Karaton Giling Wesi, sejjek Embana tao jhâ' Radèn Segara rèya kompoya.","Waktu itu akan mengajak Raden Segara ke Keraton Giling Wesi, sejak Neneknya tahu bahwa Raden Segara ini cucunya.",95,Novel Èsarepo Bèncong
1858.0,"Koca'en kabhâr,kettang sè bâdâ neng Nèpa rowa prajurit sènyaksè'è èlangnga Radèn Segara bi'Embu'en.","Katanya kabar, ketan yang ada di Nepa itu prajurit yang menyaksikan hilangnya Raden Segara dan Neneknya.",95,Novel Èsarepo Bèncong
1859.0,Radèn Segara andi' tarètan sapopo sè anyama Raden Wijayd.,Raden Segara punya saudara sepupu yang bernama Raden Wijaya.,95,Novel Èsarepo Bèncong
1860.0,"Radèn Wijaya rèya, orèng sè ngowasaè Karaton Majapahit bi' orèng sè bisa makala tentara Blândhâ.","Raden Wijaya ini, orang yang menguasai Keraton Majapahit dan orang yang bisa mengalahkan tentara Belanda.",95,Novel Èsarepo Bèncong
1861.0,"Sala sèttong èlmo sè èyangghuy salaèn mènta tolong ka olar naghâ rèya,iyâèlmo kotèkaan.","Salah satu ilmu yang dipakai selain meminta tolong pada ular naga ini, yaitu ilmu kesaktian.",95,Novel Èsarepo Bèncong
1862.0,Neng kennengan lowar.,Di tempat luar.,95,Novel Èsarepo Bèncong
1863.0,Radèn Wijaya bâ-nyabâ' panapan katana sè bhâkal èlèbâdhi sabellun tentara Blândhâ dâteng anyerrang Madhurâ.,Raden Wijaya menaruh-naruh sesuatu katanya yang akan dilewati sebelum tentara Belanda datang menyerang Madura.,95,Novel Èsarepo Bèncong
1864.0,Marè bâ'-nyabâ' ka tana.,Selesai menaruh-naruh ke tanah.,95,Novel Èsarepo Bèncong
1865.0,"Radèn Wijaya langsong ngallè,èntar ka kennengngan kèlèkghânna.","Raden Wijaya langsung pindah, pergi ke tempat persembunyiannya.",95,Novel Èsarepo Bèncong
1866.0,"Ta' abit, sè èdântos dâteng.","Tidak lama, yang ditunggu datang.",95,Novel Èsarepo Bèncong
1867.0,Tentara Blândhâ ajhi-jhir neng èmbong.,Tentara Belanda berjejer di jalan raya.,95,Novel Èsarepo Bèncong
1868.0,"Bâkto jiyâ èmbong soro jhâ' èssè'è, soro Radèn Wijaya.","Waktu itu jalan raya disuruh jangan diisi, suruh Raden Wijaya.",95,Novel Èsarepo Bèncong
1869.0,Èmbong rèya jhá' èssè'è orèng pa-sapa yá.,Jalan raya ini jangan diisi orang siapa pun ya.,95,Novel Èsarepo Bèncong
1870.0,"Sènga'jbá' sampè' alabân, sampè' moso aper-kalepper neng kennengnganna.","Ingat jangan sampai melawan, sampai musuh tunggang-langgang di tempatnya.",95,Novel Èsarepo Bèncong
1871.0,Ngoca' Radèn Wijaya ka rèng-orèng sè nolongènyabâ' panapan.,Ucap Raden Wijaya pada orang-orang yang menolong menaruh sesuatu.,95,Novel Èsarepo Bèncong
1872.0,Sè laèn aonggu' ngartè.,Yang lain mengangguk mengerti.,95,Novel Èsarepo Bèncong
1873.0,Tentara Blândhâ molaè arèk-lèrèghan.,Tentara Belanda mulai celingak-celinguk.,96,Novel Èsarepo Bèncong
1874.0,"Bâdâ polè sèabek-lèmbek, ka lao', ka dâjâ, ka bârâ', ka tèmor.","Ada lagi yang berjaga-jaga, ke selatan, ke utara, ke barat, ke timur.",96,Novel Èsarepo Bèncong
1875.0,Allemaal leeg?,Allemaal leeg?,96,Novel Èsarepo Bèncong
1876.0,"Ngoca' tentara Blândhâ atowat, polana ghimeng nyarè orèng sèngowasaè dhisa dinna'.","Ucap tentara Belanda berteriak, karena pusing mencari orang yang menguasai desa sini.",96,Novel Èsarepo Bèncong
1877.0,Ahèrra rombongan tentara Blândhâsambi ajhâlân ka tèmor.,Akhirnya rombongan tentara Belanda sambil berjalan ke timur.,96,Novel Èsarepo Bèncong
1878.0,Nyampang dhisa Pasèsèr.,Menyeberang desa Pesisir.,96,Novel Èsarepo Bèncong
1879.0,Ngoca' Radèn Wijaya lèk-ngèlèghi dâri tas ghunong sambi sem-mèsem.,Ucap Raden Wijaya melirik dari atas gunung sambil senyum-senyum.,96,Novel Èsarepo Bèncong
1880.0,"Pas ta' temmo dâ'râmmana, tentara Blândhâ rowa kabbhi acèrè'an.","Lalu entah bagaimana, tentara Belanda itu semua mencret.",96,Novel Èsarepo Bèncong
1881.0,Tamaso' katowana kèya.,Termasuk ketuanya juga.,96,Novel Èsarepo Bèncong
1882.0,"Senjatana èyocol kabbhi,polana ta' tahan ka tabu'en sè aghâlubuk bi' ola'.","Senjatanya dilepas semua, karena tidak tahan pada perutnya yang meronta dengan mulas.",96,Novel Èsarepo Bèncong
1883.0,Ta' nemmo dâyyâ sè ghâbây tambhâ.,Tidak menemukan itu yang untuk obat.,96,Novel Èsarepo Bèncong
1884.0,Radèn Wijaya nyoro orèng soro maghi dâun Nanggher sè marè èca-bacaè.,Raden Wijaya menyuruh orang suruh membagi daun Nanggher yang selesai dibaca-bacai.,96,Novel Èsarepo Bèncong
1885.0,Orèng sorowanna Radèn Wijaya langsong mangkat.,Orang suruhannya Raden Wijaya langsung berangkat.,96,Novel Èsarepo Bèncong
1886.0,Toron dâri tas ghunong nemmonè tentara Blândhâ.,Turun dari atas gunung menemui tentara Belanda.,96,Novel Èsarepo Bèncong
1887.0,Kakan ghábáy tambbána cère'.,Makan untuk obatnya mencret.,96,Novel Èsarepo Bèncong
1888.0,"Ngoca' orèng jiyâ sambi negghu'tabư'en, sè nandhâaghi obhâddhâ sake'tabu.","Ucap orang itu sambil memegang perutnya, yang menandakan obatnya sakit perut.",96,Novel Èsarepo Bèncong
1889.0,Tentara Blândhâ jiyâ ta' ka-nyangka sakalè jhâ' orèng rèya mosona.,Tentara Belanda itu tidak menyangka sekali bahwa orang ini musuhnya.,96,Novel Èsarepo Bèncong
1890.0,Orèng jiyâ sè èsarè rèng Blândhâ.,Orang itu yang dicari orang Belanda.,96,Novel Èsarepo Bèncong
1891.0,"Tapè sè èpèkkèrèrèng Blândhâ satèya rèya, yâ sakè' tabu'en bârâs ghâlu.","Tapi yang dipikirkan orang Belanda sekarang ini, ya sakit perutnya sembuh dulu.",96,Novel Èsarepo Bèncong
1892.0,Laten ive eersteten ° .,Laten ive eersteten .,96,Novel Èsarepo Bèncong
1893.0,Ngoca'katowana sambhi ngala' dâun Nanggher.,Ucap ketuanya sambil mengambil daun Nanggher.,96,Novel Èsarepo Bèncong
1894.0,Allemaal leeg!,Allemaal leeg!,96,Novel Èsarepo Bèncong
1895.0,Dâun Nanggher marè èdu'um kabbhi.,Daun Nanggher selesai dibagi semua.,97,Novel Èsarepo Bèncong
1896.0,Rèng sorowanna Radèn Wijaya langsong maèlang.,Orang suruhannya Raden Wijaya langsung menghilang.,97,Novel Èsarepo Bèncong
1897.0,Tentara Blândhâ ta' tao ka maèlangnga rèng sè maghi dâun ghella.,Tentara Belanda tidak tahu pada menghilangnya orang yang membagi daun tadi.,97,Novel Èsarepo Bèncong
1898.0,Tentara Blândhângakan kabbhi.,Tentara Belanda makan semua.,97,Novel Èsarepo Bèncong
1899.0,"Ta' abit, marèna jiyâ tentara Blândhâ jhinarak kabbhi.","Tidak lama, setelahnya itu tentara Belanda tewas semua.",97,Novel Èsarepo Bèncong
1900.0,Tadâ' rèng sè salamed.,Tidak ada orang yang selamat.,97,Novel Èsarepo Bèncong
1901.0,Radèn Wijaya apèrak.,Raden Wijaya senang.,97,Novel Èsarepo Bèncong
1902.0,Kapèrakghânna sampè' èkèding ka Karaton Majapahit neng Sumennep.,Kesenangannya sampai terdengar ke Keraton Majapahit di Sumenep.,97,Novel Èsarepo Bèncong
1903.0,"Embana Radèn Wijaya noro' pèrak kèya, sè bâdâ neng Giling Wesi.","Neneknya Raden Wijaya ikut senang juga, yang ada di Giling Wesi.",97,Novel Èsarepo Bèncong
1904.0,Orèng Karaton dâteng kabbhi ka ghunong kennengngan Radèn Wijaya lèkngèlèghi tentara Blândhâ.,Orang Keraton datang semua ke gunung tempat Raden Wijaya melirik tentara Belanda.,97,Novel Èsarepo Bèncong
1905.0,Sampè' ananggha' kèjhungan lèma arè lèma malem.,Sampai menanggap pertunjukan lima hari lima malam.,97,Novel Èsarepo Bèncong
1906.0,Samarèna acara kèjhungan jiyâ.,Seselesainya acara pertunjukan itu.,97,Novel Èsarepo Bèncong
1907.0,Radèn Wijaya bi' rèngorèng Karaton maèlang kabbhi.,Raden Wijaya dan orang-orang Keraton menghilang semua.,97,Novel Èsarepo Bèncong
1908.0,Ta' ètemmo maèlang dâmma.,Tidak ditemukan menghilang ke mana.,97,Novel Èsarepo Bèncong
1909.0,Karo Kennong bi' lat-alat sè laènna ta' noro' èlang.,Hanya Kenong dan alat-alat yang lainnya tidak ikut hilang.,97,Novel Èsarepo Bèncong
1910.0,Bâkto jiyârèng-orèng sè perna nolongè noro' matè.,Waktu itu orang-orang yang pernah menolongnya ikut mati.,97,Novel Èsarepo Bèncong
1911.0,Tapè matèna bânnèmatè maèlang.,Tapi matinya bukan mati menghilang.,97,Novel Èsarepo Bèncong
1912.0,Matè sejjek tadâ'en Radèn Wijaya.,Mati sejak tidak adanya Raden Wijaya.,97,Novel Èsarepo Bèncong
1913.0,Ahèrra kennong bi' laènna jiyâ èbhendem neng kennengnganna.,Akhirnya kenong dan lainnya itu dikubur di tempatnya.,97,Novel Èsarepo Bèncong
1914.0,Makamma Radèn Wijaya èsabâ' neng dâjâna kan Nanggher.,Makamnya Raden Wijaya ditaruh di utaranya pohon Nanggher.,97,Novel Èsarepo Bèncong
1915.0,Mon patèna rèng-orèngnga èsabâ' neng bâbâna kan Nanggher.,Kalau makam orang-orangnya ditaruh di bawahnya pohon Nanggher.,97,Novel Èsarepo Bèncong
1916.0,Tadâ' sampè' satèya kennengngan jiyâ ènyamaèBhuju' Nanggher.,Tidak salah sampai sekarang tempat itu dinamai Bujuk Nanggher.,97,Novel Èsarepo Bèncong
1917.0,Ding-ngèding dâri orèng neng bâgiyân jiyâ.,Dengar-dengar dari orang di bagian itu.,97,Novel Èsarepo Bèncong
1918.0,Koca'en mon malem Jumat manès kan Nanggher jiyâ aobâ dhâddhi olar naghâ.,Katanya kalau malam Jumat manis pohon Nanggher itu berubah menjadi ular naga.,97,Novel Èsarepo Bèncong
1919.0,"Tapè ghun rèng sè bhungkos sè ngatèla', mon ta'bhungkos ta' kèra ngatèla' lar naghâ.","Tapi hanya orang yang beruntung yang melihatnya, kalau tidak beruntung tidak akan melihat ular naga.",97,Novel Èsarepo Bèncong
1920.0,"Bâdâ polè sè ngoca', mon bâdâ kettang sè dâri Nèpa neng attas kobhurân rowa.","Ada lagi yang berkata, kalau ada ketan yang dari Nepa di atas kuburan itu.",98,Novel Èsarepo Bèncong
1921.0,"Arowa artèna, kobhurân jiyâ bâdâ orèng sè ngaracèngè.","Itu artinya, kuburan itu ada orang yang merusaknya.",98,Novel Èsarepo Bèncong
1922.0,Contona orèng sè ata-mènta nèbânnè ka kobhurân.,Contohnya orang yang meminta-minta yang aneh-aneh ke kuburan.,98,Novel Èsarepo Bèncong
1923.0,"Bâdâ kèya sè ngoca' mon amottèk dâun Nanggher rowa, omorra bhâkal ta' kèra lanjhâng.","Ada juga yang berkata kalau memetik daun Nanggher itu, umurnya akan tidak akan panjang.",98,Novel Èsarepo Bèncong
1924.0,Sabellun Radèn Segara abhâsto rèng kembhâr dhâddhi karang neng bâkto odi'en.,Sebelum Raden Segara menghancurkan orang kembar menjadi karang di waktu hidupnya.,98,Novel Èsarepo Bèncong
1925.0,Rèng kembhâr rèya perna èojuk dâri kampongnga.,Orang kembar ini pernah diusir dari kampungnya.,98,Novel Èsarepo Bèncong
1926.0,"Bânnè èojuk bi' rèng sakampong, tapè èojuk bi'tarètan kembhârrâ dhibi'.","Bukan diusir oleh orang sekampung, tapi diusir oleh saudara kembarnya sendiri.",98,Novel Èsarepo Bèncong
1927.0,Rèng kaduwwâ rèya padâ ta' endâ'ngala sè kalowara dâri kampong.,Kedua orang ini sama-sama tidak ingin mengalah untuk keluar dari kampung.,98,Novel Èsarepo Bèncong
1928.0,"Nyamana Semar, dhing sèttongnga anyama Simar.","Namanya Semar, dan yang satunya bernama Simar.",98,Novel Èsarepo Bèncong
1929.0, Kakè mon ta' kalowar dâri dinna' marèna èpeddhânga ya!,Kamu kalau tidak keluar dari sini nanti ditebas ya!,98,Novel Èsarepo Bèncong
1930.0,Simar èkennal ka angkona.,Simar dikenal karena angkuhnya.,98,Novel Èsarepo Bèncong
1931.0,Simar orèngnga ta' tèghâ'ân.,Simar orangnya tidak tegaan.,98,Novel Èsarepo Bèncong
1932.0,Senneng mon bâdâ rèng sossa otabâ rèng sè ollè mosèbâ.,Senang kalau ada orang susah atau orang yang dapat musibah.,98,Novel Èsarepo Bèncong
1933.0,Poko'la ta' endâ' mon bhâreng so rèng nèserran koca'en.,Pokoknya tidak ingin kalau bersama dengan orang kasihan katanya.,98,Novel Èsarepo Bèncong
1934.0,Engko'terro dhâddhiya Malaèkat sè nabu'ân nyaba.,Aku ingin menjadi Malaikat yang mencabut nyawa.,98,Novel Èsarepo Bèncong
1935.0,Lakona ghun mèsem malolo mon bâdâ rèng sè èsèksa neng adâ'en matana.,Kerjanya hanya senyum melulu kalau ada orang yang disiksa di depan matanya.,98,Novel Èsarepo Bèncong
1936.0,Bhidâ bi' Semar.,Beda dengan Semar.,98,Novel Èsarepo Bèncong
1937.0,Semar orèngnga cè' polossa.,Semar orangnya sangat polos.,98,Novel Èsarepo Bèncong
1938.0,Dhujân nangès mon bâdâ rèng sossa otabâ rèng sèècapo' mosèbâ.,Suka menangis kalau ada orang susah atau orang yang dihinggapi musibah.,98,Novel Èsarepo Bèncong
1939.0,Engko' terro dhaddbiya sènga' Rosul.,Aku ingin menjadi seperti Rasul.,98,Novel Èsarepo Bèncong
1940.0,Simar ta' endâ' polana Semar andi' pangaterrowan dhâddhiyâ Rosul.,Simar tidak mau karena Semar punya keinginan menjadi Rasul.,99,Novel Èsarepo Bèncong
1941.0,Seddheng Semar ta' endâ' polana Simar andi'pangaterrowan dhâddhiyâ Malaèkat nabu' nyabâ.,Sedangkan Semar tidak mau karena Simar punya keinginan menjadi Malaikat pencabut nyawa.,99,Novel Èsarepo Bèncong
1942.0,"Alasanna Simar polana Semar rèya ta' patot dhâddhi Rosul, korang samporna koca'en.","Alasannya Simar karena Semar ini tidak patut menjadi Rasul, kurang sempurna katanya.",99,Novel Èsarepo Bèncong
1943.0,Mon alassanna Semar polana Simar rèya ta'pantes dhâddhi Malaèkat sè nabu'an nyabâ.,Kalau alasannya Semar karena Simar ini tidak pantas menjadi Malaikat yang mencabut nyawa.,99,Novel Èsarepo Bèncong
1944.0,Sè pantes rèya ghun Pangèran lèbât Malaèkat Izrail.,Yang pantas ini hanya Tuhan lewat Malaikat Izrail.,99,Novel Èsarepo Bèncong
1945.0,Ahèrra Kèyaè Rajâ tao ka rèng kaduwwâ rèya.,Akhirnya Kiai Besar tahu pada kedua orang ini.,99,Novel Èsarepo Bèncong
1946.0,Rèng kaduwwâ rèya soro ngallè.,Kedua orang ini disuruh pindah.,99,Novel Èsarepo Bèncong
1947.0,Nyarè kennengngan laèn.,Mencari tempat lain.,99,Novel Èsarepo Bèncong
1948.0,Marèèpèlèyaghi bi' Kèyaè Rajâ.,Selesai dipilihkan oleh Kiai Besar.,99,Novel Èsarepo Bèncong
1949.0,Kèn Semar bi' Simar rèya ta'endâ'amèlè sala sèttong.,Tapi Semar dan Simar ini tidak ingin memilih salah satu.,99,Novel Èsarepo Bèncong
1950.0,Cong Semar cong Simar.,Cu Semar cu Simar.,99,Novel Èsarepo Bèncong
1951.0,Kakè mon dáyya malolo ta' kèra dhâddhi apa.,Kamu kalau begini melulu tidak akan jadi apa-apa.,99,Novel Èsarepo Bèncong
1952.0,Palèng la gbun atokar malolo.,Paling ya hanya bertengkar melulu.,99,Novel Èsarepo Bèncong
1953.0,Kakè kalowar dâri kampong dinna'.,Kamu keluar dari kampung sini.,99,Novel Èsarepo Bèncong
1954.0,"Kèn mon cong Semar bi' cong Simarta'enda'kalowar dâri kampong dinna', dbina kakè mèlè mara pong-pong bádáneng dinna'.","Tapi kalau cu Semar dan cu Simar tidak ingin keluar dari kampung sini, biarkan kamu memilih ayo mumpung ada di sini.",99,Novel Èsarepo Bèncong
1955.0,Mèlè èntara ka Naraka apa ka Sowargba?,Memilih pergi ke Neraka apa ke Surga?,99,Novel Èsarepo Bèncong
1956.0,Semar bi' Simar langsong kalowar dâri kampong bâkto jiyâ.,Semar dan Simar langsung keluar dari kampung waktu itu.,99,Novel Èsarepo Bèncong
1957.0,"Neng jhâlân, rèng kembhâr rèya tapapak bi' Radèn Segara.","Di jalan, orang kembar ini bertemu dengan Raden Segara.",99,Novel Èsarepo Bèncong
1958.0,Radèn Segara lakar sengaja angambâ' rèng kembhâr rèya.,Raden Segara memang sengaja menunggu orang kembar ini.,99,Novel Èsarepo Bèncong
1959.0,Ngoca' anyèksa'a koca'en.,Berkata akan menyiksa katanya.,99,Novel Èsarepo Bèncong
1960.0,Radèn Segara pegghel polana rèng kembhâr rèya ta' ghellem marè sè acaka.,Raden Segara jengkel karena orang kembar ini tidak mau berhenti berbicara.,99,Novel Èsarepo Bèncong
1961.0,Ta' ghellem buambu.,Tidak mau diam.,99,Novel Èsarepo Bèncong
1962.0,Pas rèng kaduwwâ rèya langsong soro mèlè.,Lalu kedua orang ini langsung disuruh memilih.,99,Novel Èsarepo Bèncong
1963.0,"Polana Semar noro' ècapo'kèya, Semar ngakona pagghun.","Karena Semar ikut dihinggapi juga, Semar mengaku tetap.",99,Novel Èsarepo Bèncong
1964.0,Terro dhâddhiyâ Rosul koca'en.,Ingin menjadi Rasul katanya.,100,Novel Èsarepo Bèncong
1965.0,Terro dhâddhiyâ Malaèkat Izrail.,Ingin menjadi Malaikat Izrail.,100,Novel Èsarepo Bèncong
1966.0,Radèn Segara tambângamok.,Raden Segara tambah mengamuk.,100,Novel Èsarepo Bèncong
1967.0,"Tambâ ma'ar mowana,ajhellingaghi rèng kembhâr sèta'pantes odi' neng dhunnya koca'en.","Tambah memar mukanya, melihat orang kembar yang tidak pantas hidup di dunia katanya.",100,Novel Èsarepo Bèncong
1968.0,Mara mèlè Mar.,"Ayo memilih, Mar.",100,Novel Èsarepo Bèncong
1969.0,Kakè mèlè odi' tapè ta' bisa ajbalânan.,Kamu memilih hidup tapi tidak bisa berjalan.,100,Novel Èsarepo Bèncong
1970.0,Kèn bânnya' sè noro' kakè mon rèng sè satuju ka pèkkerranna kakè.,Tapi banyak yang ikut kamu kalau orang yang setuju pada pikiranmu.,100,Novel Èsarepo Bèncong
1971.0,Apa mèlè matè kèn tada' rèng noro' kakè.,Apa memilih mati tapi tidak ada orang ikut kamu.,100,Novel Èsarepo Bèncong
1972.0,Kakè ta' bisa ngèba pa-apa mon mèlè mate!,Kamu tidak bisa membawa apa-apa kalau memilih mati!,100,Novel Èsarepo Bèncong
1973.0,Neng pèlèyanna Radèn Segara.,Di pilihannya Raden Segara.,100,Novel Èsarepo Bèncong
1974.0,Semar Simar ghimeng.,Semar Simar pusing.,100,Novel Èsarepo Bèncong
1975.0,Ameddhed cè' abitdhâ.,Menunduk sangat lamanya.,100,Novel Èsarepo Bèncong
1976.0,Satèya pèkkèrranna padâ.,Sekarang pikirannya sama.,100,Novel Èsarepo Bèncong
1977.0,Semar Simar mèlè odi.,Semar Simar memilih hidup.,100,Novel Èsarepo Bèncong
