Madura,Indonesia
pareng eketthoga gallu,berikan dipotong dulu
epalappa'ana konye' epangganga pasmallena padhana panet,dibumbui kunyit dipanggang saja biar seperti panet
lalake' ganeko buru apangrasa juko' se kemma se epalappa'ana,laki-laki itu baru merasa ikan mana yang harus dibumbui
lalake' ganeko mandhi,laki-laki itu mandi
agabay kopi dibi',membuat kopi sendiri
toju' ekorsena e palemperra,duduk di kursinya di teras
ngello'e roko'cap tamparma'abi'salonjur,menghidupi rokok cap tampar menghabisi sebungkus
e gadhiya tareddep,di sana terdiam
dhalem tareddebbalalake' ganeko amempe enneng juko' se raja e malem tera' pornama se kapeng pa'polo settong malem,dalam diamnya laki-laki itu bermimpi mendapatkan ikan yang besar di malam terang purnama yang ke-empat puluh satu malam
solap are majaga lalake'ganeko,sinar matahari membangunkan laki-laki itu
binena pon mangkat alako ngaju' oto',istrinya sudah berangkat bekerja mengangkat oto
aopraopentar ka dhapor,menguap pergi ke dapur
nyare nase',mencari nasi
badha karena ba'ari',ada sisa kemarin
lalake' ganeko abadhang,laki-laki itu bangun
ngabas pananggalan,melihat kalender
metong malem gi' abit pa'polo settong malem,menghitung malam masih lama empat puluh satu malam
tape kodu sabbar pola badha rajekkena,tapi harus sabar karena ada rezeki
lalake' ganeko nyare caceng pole,laki-laki itu mencari cacing lagi
mangkat pole ka songay,berangkat lagi ke sungai
e bakto lalake' se biyasa atanya sabban lebatlalake'se biyasa manceng pon ajarukkong kalaban salebbar se paggun ban kaos biru towa,di waktu laki-laki yang biasa bertanya setiap lewat laki-laki yang biasa memancing sudah berjongkok dengan sarung yang tetap dan kaos biru tua
tanang kacer neggu' panceng,tangan kiri memegang pancing
garigi' se kangan ajipet roko',jari yang kanan menjepit rokok
bannya' ollena pon,sudah banyak hasilnya
oreng laen atanya,orang lain bertanya
adha' ghi' cong,belum masih nak
saodda lalake' ganeko paggunsowarana leremellas,jawab laki-laki itu tetap suaranya pelan menyedihkan
roko'na eabi',rokoknya dihabiskan
perreng solorra panceng etacceggagi ka tana,bambu pancingnya ditancapkan ke tanah
lalake' ganeko nampa cangkem,laki-laki itu menopang dagu
cethagga akaton berra' salaja,kepalanya terlihat berat sebelah
berra' ka se kanan,berat ke yang kanan
saengga mereng,sehingga miring
sampeyan ta' tobuk ajaga songay gi,kamu tidak bosan menjaga sungai ya
sowara mnabintal lalake' ganeko,suara menyapa laki-laki itu
sampe' taleccer nampa cangkemma,sampai terlilit menjerat mulutnya
dhu sambi ekemma ollena juko',duh di bawa ke mana hasil ikannya
mon ta' laten andhi'na sampeyan eketthok apamajar otang,kalau tidak kuat punyanya kamu dipoyong disuruh membayar hutang
otang kose bang-kambangan padhana ontangnga ta' nyellem sakale ta' taselep balakkadan pasda gallu' kose,hutang itu mengambang seperti pelampung yang tidak tenggelam sama sekali tidak terbenam terus mengganggu saja
ban sambi ontangnga rajapadhana otangnga raja keya,dan sambil hutangnya besar sama juga hutangnya besar juga
oreng kose sennep ngabasagi aba',orang itu bosan melihat dirinya sendiri
pas ampeyan manyaman atapa e penggir songay,lalu kamu enak-enakan bertapa di pinggir sungai
ereken bato bisa daddi pesse napa,kamu kira batu bisa jadi uang
pola ajuwala aeng,mungkin kamu jualan air
pola badha se melleya,mungkin ada yang mau beli
akaton oreng gi' buto ka aeng sela gampang juko' tase' gampang,kelihatannya orang masih butuh air dan ikan di laut gampang didapat
pas sampeyan gi' atapa e penggir songay,lalu kamu masih bertapa di pinggir sungai
binena nyander,istrinya bersender
masemma' ka lalake' ganeko,mendekati laki-laki itu
atapa e songay ma' le lekkas sogi,bertapa di sungai biar cepat kaya
ngaroso reng nanagi,ngaroso orang menagih
asapora sabban laggu,minta maaf setiap hari
oreng kose sennep esangowe sapora,orang itu bosan diberi maaf
epaterros mon binena,diteruskan kalau istrinya
juko' adunglondungan e tengnga songay,ikan berkerumun di tengah sungai
siyaaaah juko'na alondung,siyaaaah ikannya berkerumun
ta' todhus ka juko' se dung-londungan garowa,tidak malu pada ikan yang berkerumun itu
garowa ngamenco sampeyan,itu membodohi kamu
nyoro duli mole,menyuruh cepat pulang
nyoro ambuwi ja'lako manceng,menyuruh berhenti jangan memancing
juko' e gadhiya kennyang pon ta' endha' ka caceng kennyang kalaban kakanan se elanyo' dhari jauburan garowa,ikan di sana sudah kenyang tidak mau cacing kenyang karena makanan yang mengalir dari tempat pembuangan kotoran itu
nengale sampeyan,lihatlah kamu
benthagga binena,bentak istrinya
lalake' ngello'e roko'na,laki-laki itu menghidupkan rokok
ekala' mon binena,diambil oleh istrinya
ebateggagi ka songay ban coredda,dilempar ke sungai bersama koreknya
lalake' ganeko agutgut,laki-laki itu menggerutu
ta' nemmo bagiyan dhimma se gatel dhari cethagga,tidak menemukan bagian mana yang gatal dari kepalanya
molae sabban esoro ambu ja' lako tarowan padhana se esangowe,mulai setiap hari disuruh berhenti jangan berjudi padahal yang dikasih makan
bila bannya' otangnga laju ta' perna e bengko,kalau banyak hutangnya lalu tidak pernah di rumah
po-jur ta' apate neng e songay,untung tidak meninggal di sungai
pas ana'na esorowa nanggung otangnga,lalu anaknya disuruh menanggung hutangnya
sela ngoca' ta' usa nangga' tandha' paggun,bilangnya tidak usah menanggung tapi tetap saja
birarra kose,bibirnya bosan
gatel gallu' ekabbiyagi mon gi' ngodha,gatal-gatal dipakai kalau masih muda
tandha'tarowan ecabbur kabbi,judi taruhan dicampur semua
loppae ka binena kompoyya,lupa sama istrinya cucunya
dhu ta' malo jagana,duh tidak malu jadinya
bila samangken gem-madilgem,kalau sekarang tidak jelas
ta' nemmo ekaela pon,tidak menemukan pancingnya
kael ganeka pancengnga,kail itu pancingnya
kael dibi'oca'na binena sambi terros mole ka bengkona,kail saja kata istrinya sambil terus pulang ke rumahnya
ta' abit dhari ganeko badha oreng lebat,tidak lama dari itu ada orang lewat
oreng ganeko atanya,orang itu bertanya
saodda lelere,jawabnya pelan
ngantos lema ratos,menunggu lima ratus
baddiyannagarowa gi kennengnganna presi-den ban ko-palakonatre-mantre se ngurus nape ngoras nagara bula ju bikan bidana,benarnya itu juga tempatnya presiden dan para kepala menteri yang mengurus atau yang mengurus negara saya juga tidak tahu bedanya
bula enggi pendha tacengnga',saya kaget
ca'na e dhinto semma' ka kantorra tipi napeyan ca'na bula ngartena gun-na tvri,katanya di sana dekat ke kantor tv atau katanya yang saya mengerti hanya tvri
tape bula ta' perna eonjang ka tipi ganeko,tapi saya tidak pernah diundang ke tv itu
sanajjan bula semma' ro enggi ta' toman dhapa',meskipun saya dekat itu ya tidak pernah sampai
enggi mon lebat gasek,ya kalau lewat cepat
bula pon molae kona molae taon dhuwibu empa' nape dhuwibu tello',saya sudah mulai lama mulai tahun dua ribu empat atau dua ribu tiga
bula ju edhep,saya sudah duduk
monyena motor wang-kowangan,suara motor meraung-raung
saleng salep arebbu'an,saling menyalip berebut
jang duliyan,jangan terburu-buru
nyellor-nyellorpara' loppa'a ka kasalameddan,menyerobot-nyerobot hampir lupa pada keselamatan
epalagguwi malle otang ebajari,dikebut biar hutang dibayar
mangkat ka tana mancaadina bala ban ca-kanca,berangkat ke tanah rantau meninggalkan keluarga dan teman
adina bengko bengko ejaga bilis,meninggalkan rumah rumah dijaga semut
bila palang mole kalaban bellis,kalau sial pulang dengan marah
paggun bannya' ngako sabala'an ban sakanca'an,tetap banyak yang mengaku sekeluarga dan se-teman
bila ontong ta' sa'-kasa' ta' ca'caca'an,kalau untung tidak bilang tidak berkata-kata
nyoppre nyare kapojuran sabellun mangkat ta' loppa nyepper amet ka dhukon ban koburan,untuk mencari keberuntungan sebelum berangkat tidak lupa menyempatkan diri ke dukun dan kuburan
nyambi jimat ban mennyan,membawa jimat dan kemenyan
sapa se nyangka'a lalake' ganeko bakal ko'-roko'an dhin-sendhinan e kottha raja,siapa yang menyangka laki-laki itu akan merokok duduk santai di kota besar
e gadhiya badha istana presiden,di sana ada istana presiden
mobil ban motor ta' ga'-pegga',mobil dan motor tidak putus-putus
motor ban mobil pajat ramme lebat,motor dan mobil memang ramai lewat
rangrang se ambu,jarang yang berhenti
sanajjan ambu ta' lemelle,meskipun berhenti tidak berlama-lama
dun-kodunan kadhuwa'an,duduk berdua
tedhung giliran,tidur giliran
kadhang abalanja giliran,kadang belanja giliran
lalake' ganeko pajat ta' nyangka ja' dhapa'a ka kottha raja ganeko,laki-laki itu memang tidak menyangka kalau sampai ke kota besar itu
mon enga' ka sakola'anna madrasa otaba sd ta' mare balakkadan,kalau ingat sekolahnya madrasah atau sd tidak selesai
mon ka pesse ngarte,kalau ke uang mengerti
nyamana bai tongbitongan,namanya saja hitung-hitungan
kalakowanna sabban arena gunna ka pasar sela bariya ta' jau dhari kampongnga,kerjaannya setiap hari hanya ke pasar katanya begitu tidak jauh dari kampungnya
gunna barampa beddhalan pon dhapa',hanya berapa langkah saja sudah sampai
salaen ka pasar alandhu' ngare' ngowan sape,selain ke pasar bertani memanen menggembala sapi
bila eajak entar ka kotthana dibi' bai pon ngoca' jau gallu',kalau diajak pergi ke kotanya sendiri saja sudah bilang terlalu jauh
tao sakaleyan egiba ngaji ka astana para wali se gunna sa-jaba temor pon ngadhus sake' tengngasokona bara,tahu-tahu pernah dibawa mengaji ke makam para wali yang hanya se-jawa timur sudah mandi keringat kakinya pegal
tape are sanonto lalake' ganeko pon badha e kottha raja,tapi hari itu laki-laki itu sudah ada di kota besar
alako abareng binena,kerja bareng istrinya
mokka' toko,membuka toko
are ganeko ngantos oreng se melleya se gunna hasella lema ratoslema ratos,hari itu menunggu orang yang mau beli katanya hasilnya lima ratus lima ratus
ngasak onggu,menggelikan sekali
gunna kadhuwa'an,hanya berdua
ngedhing ca-kancana pon pendha ramme tokona,mendengar teman-temannya sudah ramai tokonya
pon olle ngattas,sudah dapat banyak
maras le-olleyanna,sedih hasilnya
tape aba'na gi' gunna kong-markong kadibi'an,tapi dirinya masih hanya duduk diam saja
kateppadan binena gi' buru tedhung,kebetulan istrinya baru tidur
sajan aban gi' paggun seppe,semakin malam masih tetap sepi
iya ambil,ya ambil
olle settong,dapat satu
lema ratos,lima ratus
ngantos pole,menunggu lagi
jalan paggun ramme,jalan masih ramai
kancana nelpon,kawannya menelepon
e gadhiya rammegi,di sana ramai ya
mesem serret,dia tersenyum kecut
siya pendhanan ca'na'gella'na lorga,siya sepertinya saja padahal bohong
dhu korang,duh kurang
pendha badha sakone',lumayan ada sedikit
oca'na dhalem ate,katanya dalam hati
enggi onggupendhanan e gadhiya,iya benar sepertinya saja di sana
aneko molae gella' ngantos tobuk,barusan saya dari sana menunggu sampai lelah
buru badha neko,baru ada ini
enggi mon alajjuk dika ta' emo' bariya,iya kalau diteruskan kamu tidak akan mau begitu
se nelpon emo' neng-naneng,yang menelepon diam saja
oreng melle nyarotcot,orang yang membeli berdatangan terus
para'kalema pendha bannya'-bannya' sakabelliyan,hampir lima sepertinya paling banyak sekali beli
lebbi tos-lema ratos,lebih seratus lima ratus
are pon molae ngalosot ka bara',hari sudah mulai merosot ke barat
oreng abalanja molae santa' buru toju' jaga pole manjeng ngala' sabunngala' emmi kobi gula roko' roko'eceranberraskaresek,orang berbelanja mulai epat baru duduk berjaga lagi berdiri mengambil sabun mengambil mi kopi gula rokok rokok eceran beras kresek
massedotannya di mana,mas sedotannya di mana
gopek iya,gopek iya
narema pole,menerima lagi
molae ondur dhateng,mulai mundur datang
pendha nyapcap,lumayan netes
saleng kosot lampat,saling sikut lewat
loppae ta' maorop,lupa tidak menyalakan lampu
buto kernengan,butuh penerangan
pabaksowan tadha' lebat,mobil bak terbuka tidak ada lewat
badha reng ngameneberri' roko'dhulencer,ada orang mengamen diberi rokok dua batang
ada recebannya,ada kembaliannya
mau nukar,mau tukar
banyak bang,banyak bang
saeket ebu,satu kantong
minta bonus bang,minta bonus bang
ya rokoklab sebungkus,ya rokok saja sebungkus
oreng ganeko gunna pek-kepeggan,orang itu hanya geleng-geleng
padha nyare atosan keya,sama-sama mencari seratusan juga
badha kernengan,ada koin
badha dalubangan,ada kertas
maske polowan ambu soso' keya,meskipun puluhan harus di kembalikan juga
oreng nyangka,orang menyangka
andha' enja laju nyaman ngaot,mau tidak langsung enak ambil
adan pon ekanthang e masjid,adzan sudah dikumandangkan di masjid
sadajana 'tipi adan,semua tv adzan
lalake' ganeko paggun ajaga toko,laki-laki itu tetap menjaga toko
lampu-lampu pon tera' agante sonar solap are,lampu-lampu sudah terang menggantikan sinar silau matahari
akaton ta' nemmo ka petteng rangrang pateyan lampu,seolah-olah tidak bertemu kegelapan jarang yang mematikan lampu
akaton ta' atemmo ka malem,seolah-olah tidak bertemu dengan malam
akaton ta' atemmo ka langnge' bintang napepole bulan,seolah-olah tidak bertemu dengan langit bintang apalagi bulan
etemmo seyang etemmo malem,bertemu siang bertemu malam
binena nyander,istrinya bersandar
pessena pas,uangnya pas
malem ngalosot,malam jatuh
oreng abalanja nyapcap pole,orang berbelanja datang lagi
ta' santa',cepat-cepat
roko'na ekello'e,rokoknya kerumuni
molae gella' pon bannya' arocet buceng,sejak tadi sudah banyak yang belanja
para'ngabi'a dhubaddha,hampir menghabiskan dua ikat
sampeyan mon adha'ara ngala' laju,kamu kalau mau makan ambil saja
kadhang oca' cara ganeko rangrang pon ekaedhing,terkadang perkataan seperti itu jarang terdengar
massa' ngakan,biasa makan
ta' massa' agir-gigir,tidak masak ribut
dhang-kadhang mon terro ka kobi terro ka enomanngala'dibi',kadang-kadang kalau ingin kopi ingin minuman ambil sendiri
teppong jareya,tepung itu
obat nyamuk rinso rokokberras,obat nyamuk rinso rokok beras
sajan malem,semakin malam
molae seppe pole,mulai sepi lagi
oreng-oreng lebat pag-gun bannya',orang-orang yang lewat tetap banyak
olle lere sakone',dapat sedikit
aba'na nyandhar ka canggana barung se badha e entas jalanna,dia bersandar di tiang warung yang ada di atas jalannya
binena ajaga,istrinya berjaga
ngabas ka attas bas-abasan bintang,melihat ke atas memandangi bintang-bintang
katon pon abit ta' bas-abasan serdhangnga langnge',kelihatannya sudah lama tidak melihat indahnya langit
e budhiyanna monyena jangrek ekaedhing,di belakangnya suara jangkrik terdengar
baddiyanna e dhiya badha keya jangrek ban kata',sepertinya di sini ada juga jangkrik dan kodok
malem ganeko aba'na paggun adekker,malam itu dia tetap berzikir
sopaja sajan santa' sakone' laggi',supaya semakin ramai sedikit lagi
malle pendha ngattas ollena,biar lumayan banyak dapatnya
malle pendha maras sajjana #,biar terasa sebenarnya
malle tekka hajat pengarona,biar kesampaian hajatnya
sapedha motor lebat,sepeda motor lewat
malem sajan akesek ka pareba'anna #,malam semakin berbisik ke sekitarnya
angen ngoy-langngoyan,angin berenang-renang
monyena kata' ot-saotan,suara kodok bersahutan
ca-kancana pas nelpon,teman-temannya kemudian menelepon
ma' kose perak,kenapa terlihat senang
badha apa reya,ada apa ini
banjir ya,banjir ya
ya ta' banjir keng badha,ya tidak banjir tapi ada
mon laju banjir se nadha'ana,kalau benar-benar banjiryang akan berjaga
ba'na ta' notopya,kamu tidak tutup
engko' notop e budhiyan ro,saya tutup di belakang itu
buh palang,wah bahaya
nyabuk ra #,nyabu tah
ba sajjana,loh maunya
pongpong seppe,mumpung sepi
nyabuk gallu,nyabu dulu
thesngothes ro #,nanti saja
ngothes ca'na#,mandi katanya
are pon laggu pole,hari pun pagi lagi
aba'na mangkat abalanja pole,ia pergi belanja lagi
sanonto ngesse'e bensin,sembari mengisi bensin
nyare roko' ban berras,mencari rokok dan beras
abali dhukale,kembali dua kali
ka laen kennengngan,ke lain tempat
mare ganeko tedhung,setelah itu tidur
binena ajaga sambi nelpon ana'na se edina ka mattowana,istrinya berjaga sambil menelepon anaknya yang ada di rumah mertuanya
nyarembeng aeng matana,bergenang air matanya
nyapcap ka kacana,netes ke temannya
ta' ekarassa,tidak terasa
sowarana ana'na marene',suara anaknya merengek
ngombar kakerrongan,menyebar kerinduan
mowana ana'na pasda #,wajah anaknya biasa saja
kasos-sa'an asaloy,kesusahan menyelimuti
asale'bung dhalem gumbella pekkeran,menyelimuti di dalam selimut pikiran
lakena ngerrok,suaminya mendengkur
eppa'na ngeddha gi'an,bapaknya mendengarkan saja
dina dhaggi' dhatengnga asakola nelpon pole,gapapa nanti kalau datang sekolah telpon lagi
eppa'na pojuk jarowa #,bapaknya itu bodoh
sapa nelpon,siapa yang menelepon
se towa'an ca'na melleya sapatu,yang lebih tua katanya mau beli sepatu
iya dina kereme dhaggi'an,iya gapapa dikirimkan nanti
oca'na babine' ganeko,kata perempuan itu
robana ngodha gi'an,wajahnya masih muda
ekabin lalake' ganeko gi'addhu',dinikahi laki-laki itu masih remaja
kor ekendha',cuma dihendaki
binena ganeko ajagai lakena polana badha oreng nyalendha,istrinya itu menjaga suaminya karena ada orang yang menyindir
berri' laju,berikan saja
are ganeko babine' se menta bensin ta' abali pole,hari itu perempuan yang minta bensin tidak kembali lagi
sampe' para' compet are,sampai hampir malam
ma' gi' tadha' abali ta' enggi,kenapa kok belum ada yang kembali ya
paleng loppae,paling lupa
anggep rebba,anggap saja rugi
molae sabban aba' ta' arebba sakale,sejak dulu dia tidak berzakat sama sekali
gunna bensin,cuma bensin
paleng saenterran sumenep la eabi'#,paling satu sumenep sudah dihabiskan
dina ma' aotang menta ka ca-kanca se laen,gapapa kenapa ngutang minta ke teman-teman yang lain
ja' bannya' ca-kancala-bala badha e dhiya kakabbi,kan banyak teman kerabat ada di sini semua
sampeyan loppae se ngerema pessena,kamu lupa ya yang kirim uangnya
iya onggu,iya benar
lale la#,lupakan saja
areya gunna mekkere se barampala kose tako' parana#,ini cuma memikirkan yang berapa sudah bosan takut juga
sajan senga elang raja ja' oreng ngoras pessena nagara barempa m barampa t mesem maso' tipi,semakin seperti hilang besar katanya orang yang menguras uang negara berapa m berapa t senyum masuk tv
katon tadha' apa,kelihatannya tidak ada apa-apa
enggi kose bire mata ngantos lema ratos kose kara'ana#,ya saya bosan melihat mata menunggu lima ratus yang tidak pasti
enggi samangken pon pendhanan,ya sekarang sudah lumayan
dina ambuwi,gapapa berhenti
giba ngakan bain,bawa makan saja
ngenom aeng,minum air
se cellep badha,yang dingin ada
kobi anga'agabay dibi',kopi hanga buatan sendiri
mon ta' tennang,kalau tidak tenang
sajan eco-koco mon oreng pera',semakin dibohongi kalau orang senang
rokok bang,rokok bang
kole'na lalake' se melle roko' ganeko agambar-gambar olar nyalbak tekos dhalem' korongnga,kulit laki-laki yang beli rokok itu bergambar ular yang menyambar tikus di dalam kandangnya
gilina dharana nyalarcar ka kat-balikadda,aliran darahnya mengalir ke baliknya
oreng ganeko neleng-neleng bakto melle roko',orang itu bingung waktu beli rokok
loppae ka soso'na,lupa pada kembalianya
dina saba' gallu soso'na,gapapa simpan dulu kembaliannya
lagguna me' enga' orengnga,besok mungkin ingat orangnya
dina ja' kose katerrowan se ngerrebba pesse lema ratos ropeya ca'-oca'anna ra,sudah jangan ingin segitunya untuk ngumpetin uang lima ratus rupiah katanya
areya pendhanan empolana,ini sepertinya saja aslinya
tape me' nolae keya,tapi kenapa kok mulai juga
ja' papadhana oreng se ngoras nagara,jangan seperti orang yang menguras uang negara
pasda dhalem pekkeranna,dalam pikirannya
ngenom pello koneng,meminum keringat kuning
eppa'na aemongan nyare lako sopaja nemmo se ekaka-na,bapaknya melamun mencari pekerjaan supaya bisa mendapatkan yang bisa dimakan
kalakowan sabban are pajat ta' nanto badha,pekerjaan setiap hari memang tidak pasti ada
ka-dhang eajak alandhu' nyarbu otaba pera' eajak ngosarkadhang ollena alako gunna cokop ekakan dhalemmanna dhuware tello are,kadang diajak mencangkul menyebar jaring atau hanya diajak membersihkan kuburan kadang hasilnya bekerja hanya cukup untuk makan dua hari tiga hari
sela bariya gunna cokop ekabelli ber-ras jagungnga,udah gitu hanya cukup untuk membeli beras jagungnya
ta' kellar melleya juko' pendhang otaba tellor otaba mi se rassana seddha',tidak kuat membeli ikan pindang atau telur atau mi yang rasanya enak
kare terrona,karena keinginan
ngalo-dhu' eber ekabbiyagi#,menelan nafsu disemuakan 
lalake' ganeko ajalan ka budhiyanna dhaporra,laki-laki itu berjalan ke belakang dapurnya
ne-ngale ka embi'na se gi' ta' epakane,melihat-lihat kambingnya yang masih belum diberi makan
apangara eowana embi'na tape epaburung,berniat mengembalakan kambingnya tapi dibatalkan
lalake' ganeko nyare rambanan,laki-laki itu mencari rerumputan
ka du-padduna teggal ngala' un-dhaunan,ke ujung-ujungnya hutan mengambil dedaunan
e bakto matoron dhaunna perreng pekkeranna aenter,pada waktu menurunkan daun bambu pikirannya bingung
pola me' nyaman ngodhana perreng ekella eorap otaba eguring,akankah enak tunas bambu direbus diurap atau digoreng
e are ganeko lalake' ganeko gunna nyoba' nyambi tello bungkel ngodhana perreng ngala' tello'an ngodhana nyeyor ban nyare dhuwa'an tongkol,pada hari itu laki-laki itu hanya mencoba membawa tiga akar tunas bambu mengambil tiga buah  tunas bambu dan mencari dua buah jantung pisang
salaen makompol ka'-bungka'an ban wa'buwa'anlalake' ganeko apekker kera-kera babang napeyan se cocok kaangguy malappae ngodhana perreng nyeyor ban tongkol,selain mengumpulkan bahan-bahan dan buah-buahan laki-laki itu berpikir kira-kira bumbu apa yang cocok untuk melengkapi tunas bambu kelapa muda dan jantung  pisang
pekkerra sambi ajalan mole,pikirannya sambil berjalan pulang
magi rambanan ka embi'nangombi' aberse'e ban maccowe ngodhana perrengnga,memberikan rerumputan ke kambingnya mengupas membersihkan dan mecuci tunas bambunya
ngodhana perreng ganeko ekerra' epakene' kene',tunas bambu itu dipotong kecil-kecil
ngodhana perreng ganeko ekella epasampe' ngelbak,tunas bambu itu direbus sampai mendidih
ngodhana perreng se asalla bak gerra marena ekella lemmes parana,tunas bambu yang awalnya agak keras setelah direbus  lunak banget
nyeyor pon mare eparot,kelapa sudah selesai diparut
kare tongkolla geddhang ta' epanoro' ekala' gan sakone' polana bisa ekoca' biyasa ngorap tongkolla geddhang,tinggal jantung pisangnya tidak diikutsertakan diambil sedikit demi sedikit karena bisa dibilang biasa mengurap jantung pisang
orabba ngodhana perreng ganeko gunna ekakan ekadibi',urap rebung bambu itu hanya dimakan sendiri
binena ban ana'na ta' ngampong polana tako' belladda nyoco' dhalem tabu'na,istrinya dan anaknya tidak mau karena takut getahnya akan menusuk dalam perutnya
lalake' ganeko pon abala ja' mon perreng ngodha tadha' belladda,laki-laki itu sudah bilang kalau rebung bambu tidak ada getahnya
kajaba perreng se pon abangkang garowa selbadda ngesel,kecuali rebung bambu yang sudah membesar itu getahnya menyumbat
mon se gi' abungkos kalaban tapena ta' kera abellat,kalau yang masih terbungkus dengan kulitnya tidak akan bergetah
nape pole sampe' ngesel otaba ngerra' perro' dhalem tabu',apalagi sampai mengiris atau memotong lambung dalam perut
binena ban ana'na agabay orabba tongkol kalaban etambai sabbrang ban longga,istrinya dan anaknya membuat urap tongkol dengan ditambahi cabai dan kencur
lalake' ganeko entar ka kobungnga,laki-laki itu pergi ke gubuknya
ngala' bako ban kole' jagung kaangguy agabay roko' se ebundu' kalaban kole'na jagung,mengambil tembakau dan kulit jagung untuk membuat rokok yang dibungkus dengan kulitnya jagung
lalake' ganeko meles roko'na,laki-laki itu melinting rokoknya
pas nyare kore' ta' duli nemmo,lalu mencari korek tidak kunjung ketemu
nyare apoy ka dhaporpas aroko' e kobungnga,mencari api ke dapur lalu merokok di gubuknya
terro rassana badha'a kobinasakeng tako' aengerran,ingin rasanya ada kopinya tapi takut berisik
bisa-bisa mon gi' atanya kobi bakal esoro melle dibi' mon binena,bisa-bisa kalau masih bertanya kopi akan disuruh beli sendiri oleh istrinya
polana kobi ban gulana pon eabi' ban gi' tadha' pesse se ebagiya,karena kopi dan gulanya sudah habis dan masih tidak ada uang yang diberikan
lalake' ganeko apekker ban bang-nembangmon gunna aberri' pesse kose taker cokoba satengnga bulan#,laki-laki itu berpikir sambil menimbang-nimbang kalau hanya memberikan uang sepertinya tidak cukup setengah bulan
lalake' ganeko nembang kalaban settong oreng lake' se para' mencara kalaban binena polana pon para'lema are ta' egabayyagi kobi,laki-laki itu mempertimbangkan dengan satu orang laki-laki yang hampir bercerai dengan istrinya karena sudah hampir lima hari tidak dibuatkan kopi
lakena gunna aberri' pesse,suaminya hanya memberikan uang
lalake' se mencara binena ganeko atotoran ka tantaretanna ja' binena ce' tarapassa ka pesse satengnga bulan eberri' pesse edhimma argana berras jagung pon argana jagung,laki-laki yang mau menceraikanistrinya itu menceritakan ke saudaranya kalau istrinya sangat boros ke uang setengah bulan diberi uang di mana harga beras jagung  harga jagung
ganeko buru melleya berras ban jagung,itu baru membeli beras dan jagung
nape pole gi' melleya kobi gula ban juko',apalagi masih mau beli kopi gula dan ikan
cobik buru bella polana gunna ajuko' buja cobik ebatekkagi kare cek-kocegga cek-kocegga epokollagi ka montengnga binena#,cowek barusan pecah karena hanya berlauk garam sambal dibuang tinggal cobeknya cobeknya dipukulkan ke kepala istrinya
lalake' ganeko acareta ka tan-taretan ban la-balana,laki-laki itu bercerita ke saudaranya dan kerabatnya
lalake' se aroko' kalaban kole'na jagung ganeko gunna nyergu' roko'na,laki-laki yang merokok dengan kulitnya jagung itu hanya menghirup rokoknya
pojur dhulumanna badha oreng aberri' bako se pendha ro'om#,untung saja di dekatnya ada orang memberikan tembakau yang sepertinya wangi
roko' ganeko ollena matoron nyeyor dhupolo bungka sabungka,rokok itu hasil menurunkan kelapa dua puluh buah satu buah 
coma ebajari lema bellas bungka karena ebajari kalaban roko' ebagi ka binena esempen dibi' dhalem kendhina,cuma dibayar lima belas pohon karena dibayar dengan rokok diberikan ke istrinya disimpan sendiri dalam celengannya
pesse ganeko epapolong kaangguy agabay bengkona ana' bine'na se pon maraban,uang itu dikumpulkan untuk membuat rumahnya anak perempuannya yang sudah bersuami
maske are sanonto arassa pae' parana polana tadha' kobina lalake' ganeko paggun aroko' manyaman,meskipun hari itu terasa pahit karena tidak ada kopinya laki-laki itu tetap merokok dengan nyaman
akantha se pon badha kobina kalaban gula paleng arassa,seolah-olah yang sudah ada kopinya dengan gula yang paling berasa
are ganeko tadha' oreng ngajak alako,hari itu tidak ada orang yang mengajak bekerja
pasaran gi' kalag-guwanna,pasaran masih besok
pekkeranna aenter,pikirannya beralih
pajat akarep sopaja bisa nemmo kalakowan otaba rajekke,memang berharap supaya bisa menemukan pekerjaan atau rezeki
nga'-ngenga'e tantaretanna se kenneng eotange,mengingat-ingat saudaranya yang bisa diutangi
pekkeranna nyebbut nyamana tan-taretanna,pikirannya menyebut namanya saudara-saudaranya
eurut molae ponco' taneyan paleng bara' sampe' paleng temor maketteran,diurut mulai ujung halaman paling barat sampai paling timur banget
arassa todhus se ngenjama,merasa malu untuk meminjam
tan-taretanna pajat badha se pendha sogi,saudaranya memang ada yang lumayan kaya
tape pendha cerre' keya,tapi lumayan pelit juga
sampe' ana'na todhus se amaena ka bengkona taretanna se pendba sogi,sampai-sampai anaknya malu yang mau bermain ke rumahnya saudaranya yang lumayan kaya
maske gasek nyoro amaen,meskipun cepat disuruh bermain
kadhang maske amaen gunna daddi ca'-koca'an ekoca'e dujan ngakan nase' pote polana e romana ta' ngakan nase' pote sakale,terkadang meskipun bermain hanya jadi bahan omongan dikatain doyan makan nasi putih karena di rumahnya tidak makan nasi putih sama sekali
entara ngakan nase' pote ja' rengan nase'jagung gi' esellae,pergi makan nasi putih lagian nasi jagung masih diselingi
careta ganeko ecareta' agi ana'na ka eppa'na,cerita itu diceritakan anaknya ke bapaknya
e bakto ana'na acareta sambi nanges lalake' ganeko aromasa elandhu' dhadhana,pada waktu anaknya bercerita sambil menangis laki-laki itu merasa dicangkul dadanya
gujur ban rempa' dhadhana,roboh dan hancur dadanya
lalake' ganeko gunna agagap dhadhana,laki-laki itu hanya memegangi dadanya
