no,Madura,Indonesia,hal,buku kelas
2270.0,Berras ganeko ebagi ka binena.,Beras itu diberikan ke istrinya.,94,Novel Kerrong Ka Omba
2271.0,Edhimma Sampeyan olle berras bannya' saneka'an?,Di mana kamu dapat beras sebanyak ini?,94,Novel Kerrong Ka Omba
2272.0,Binena atanya kalaban manggerra'.1,Istrinya bertanya sambil melotot.,94,Novel Kerrong Ka Omba
2273.0,Ganeko bajaranna bula se mekol berras ban nyeyor buru.,Itu bayaran saya yang memikul beras dan kelapa barusan.,94,Novel Kerrong Ka Omba
2274.0,Sampeyan lecek!,Kamu nakal!,94,Novel Kerrong Ka Omba
2275.0,Kaula ta' parcaja.,Saya tidak percaya.,94,Novel Kerrong Ka Omba
2276.0,Aneka berras bagus.,Ini beras bagus.,94,Novel Kerrong Ka Omba
2277.0,"Orengnga ta' kera gendheng, sampe' majari Sampeyan kalaban berras dhugantang se argana Rp 700 sagantang-nga.1","Orangnya tidak akan gila, sampai membayarmu dengan beras dua gantang yang harganya Rp 700 per gantang.",94,Novel Kerrong Ka Omba
2278.0,Sampeyan neka ngeco' paleng e bakto nyaba' berras-sa?,Kamu mencuri paling waktu menaruh berasnya?,94,Novel Kerrong Ka Omba
2279.0,Sampeyan malaen gan sakone'?1,Kamu mengambil sedikit?,94,Novel Kerrong Ka Omba
2280.0,Pabali duliyan Kaula ta' endha' `mon ollena ngeco'.,"Cepat kembalikan, saya tidak mau kalau hasilnya mencuri.",94,Novel Kerrong Ka Omba
2281.0,Ba.,Tidak.,94,Novel Kerrong Ka Omba
2282.0,enten bula ta'ngeco'.,Saya tidak mencuri.,94,Novel Kerrong Ka Omba
2283.0,Edhingngagi gallu.,Dengarkan dulu.,94,Novel Kerrong Ka Omba
2284.0,Ma'dika ta'parcaja?,Kenapa kamu tidak percaya?,94,Novel Kerrong Ka Omba
2285.0,Kaula paggun ta' parcaja.,Saya tetap tidak percaya.,94,Novel Kerrong Ka Omba
2286.0,Kaula ban ana'na ta' kera ngakan berras ganeka mon ta' epabali.,Saya dan anak tidak akan makan beras itu kalau tidak dikembalikan.,94,Novel Kerrong Ka Omba
2287.0,Duliyan pabali.,Cepat kembalikan.,94,Novel Kerrong Ka Omba
,"Manabi Sampeyan ekaonenge mon guru, ja'.","Kalau kamu ketahuan sama guru, katanya.",,
,Sampeyan ampon ngeco' berras.,Kamu sudah mencuri beras.,,
,Sampeyan bakal edukane.,Kamu akan dimarahi.,,
2288.0,Duliyan pabali!,Cepat kembalikan!,94,Novel Kerrong Ka Omba
2289.0,Enggi.,Iya.,94,Novel Kerrong Ka Omba
2290.0,Dina epabaliya pasan.,Nanti dikembalikan saja.,94,Novel Kerrong Ka Omba
2291.0,Bula abajanga gallu.,Saya mau sholat dulu.,94,Novel Kerrong Ka Omba
2292.0,Dinggal kaula bali' lapara otaba ngakana orabba tongkol ban orabba perreng ngodha etembang ngakan berras bagus ollena ngeco'cara neka.1,Biar saya kembali lapar atau makan urap tongkol dan urap rebung bambu daripada makan beras bagus hasil mencuri seperti ini.,94,Novel Kerrong Ka Omba
2293.0,Ja' rengan aba' dibi' ollena eberri'.1,Katanya dirinya sendiri diberi.,95,Novel Kerrong Ka Omba
2294.0,"Ta' ngeco', maddi ekoca' ngeco'.","Tidak mencuri, malah dibilang mencuri.",95,Novel Kerrong Ka Omba
2295.0,Dhari dhimma nengale?,Dari mana melihatnya?,95,Novel Kerrong Ka Omba
2296.0,Baramma pekkeranna?,Bagaimana pikirannya?,95,Novel Kerrong Ka Omba
2297.0,Tape terro ngakana berras bagus se kadhang ambu ngantos rebba'an e are tellasan se olleya nase' tellasan.1,Tapi mau makan beras bagus yang kadang tidak jadi sampai menunggu hari raya yang dapat nasi hari raya.,95,Novel Kerrong Ka Omba
2298.0,Sela bariya mon badha karena dhari guru.1,Kalau begitu kalau ada pemberian dari guru.,95,Novel Kerrong Ka Omba
2299.0,"Mon tadha',gunna kare akarep terro ngakana nase' se dhari berras bagus.","Kalau tidak ada, hanya tinggal berharap ingin makan nasi yang dari beras bagus.",95,Novel Kerrong Ka Omba
2300.0,Lalake'ganeko mangkat mabali berrassa.1,Laki-laki itu berangkat mengembalikan berasnya.,95,Novel Kerrong Ka Omba
2301.0,"Dhalem ajalan nojju ka bengkona dagangnga, lalake'gancko apekker.1","Di dalam perjalanan menuju ke rumah orang yang berdagang, laki-laki itu berpikir.",95,Novel Kerrong Ka Omba
2302.0,Baramma mon berras aneko sagantangnga paorop kalaban berras se argana dhuwa' Rp 250 sagantangnga.,Bagaimana kalau beras itu satu gantang ditukar dengan beras yang harganya dua Rp 250 per gantang.,95,Novel Kerrong Ka Omba
2303.0,Oreng toko bakal endha'.,Orang toko akan mau.,95,Novel Kerrong Ka Omba
2304.0,Sagantangnga saba' dhalem kelmo'.1,Satu gantang di dalam karung.,95,Novel Kerrong Ka Omba
2305.0,Tape paggun baddhai rambing.,Tapi tetap saja ada yang tidak utuh.,95,Novel Kerrong Ka Omba
2306.0,"Tape, bali' bang-tembang dlhaggi'bannya' kapang, paorop kakabbi,sagantang.1","Tapi, balik lagi, nanti kalau banyak yang ingin, tukar semua, satu gantang.",95,Novel Kerrong Ka Omba
2307.0,Buh aneko bannya' ollena.,Wah ini banyak hasilnya.,95,Novel Kerrong Ka Omba
2308.0,Bisa abit.,Bisa lama.,95,Novel Kerrong Ka Omba
2309.0,Berras neko epaoroba kakabbi.,Beras itu ditukar semua.,95,Novel Kerrong Ka Omba
2310.0,"Sanonto bula nyambiya dhucorong bainan, malle bine parcaja.","Hari ini saya membawa dua corong saja, biar istri percaya.",95,Novel Kerrong Ka Omba
2311.0,Berras se argana Rp 250 sagantangnga.,Beras yang harganya Rp 250 per gantang.,95,Novel Kerrong Ka Omba
2312.0,Sabban menggu bula ngoneyana dha'ento gan dhucorong.1,Setiap minggu saya meminta yang dua corong itu.,95,Novel Kerrong Ka Omba
2313.0,"Otaba mon bine bula aotang berras, laju berri' aneko ban cathet malle padha enga'.1","Atau kalau istri saya hutang beras, lalu berikan itu dan catat biar sama-sama ingat.",95,Novel Kerrong Ka Omba
2314.0,"Lalake' ganeko mole kalaban nyambi berras dhucorong,kobi satengnga kelo ban gula sakelo.","Laki-laki itu pulang dengan membawa beras dua corong, kopi setengah kilo dan gula satu kilo.",95,Novel Kerrong Ka Omba
2315.0,Binena ta' agir-gigir pole.1,Istrinya tidak ribut lagi.,95,Novel Kerrong Ka Omba
2316.0, Omba' GIR-gigirra kalaban komo'.1,Ombak bergelora dengan buihnya.,97,Novel Kerrong Ka Omba
2317.0,Jilana ko'-malek-ko'.,Giginya melompat-lompat.,97,Novel Kerrong Ka Omba
2318.0,Copana nampes to'-maletto'.1,Mulutnya mengeluarkan suara seperti tembakan.,97,Novel Kerrong Ka Omba
2319.0,Lalake' towa ganeko agir gigir ana'na sopaja ta' entar ka tase'.,Laki-laki tua itu memarahi anaknya supaya tidak pergi ke laut.,97,Novel Kerrong Ka Omba
2320.0,"Asabab omba' raja, babaja dha' kasala-meddanna aba'na.","Karena ombak besar, berbahaya pada keselamatan dirinya.",97,Novel Kerrong Ka Omba
2321.0,"E tase', omba' ondur-dhateng ta' etemmo tandhana.","Di laut, ombak datang-pergi tidak ada tandanya.",97,Novel Kerrong Ka Omba
2322.0,"Sakadhang malendem,nganyo', nyellem.","Kadang tenggelam, menghanyutkan, menyelam.",97,Novel Kerrong Ka Omba
2323.0,Ta' eka-sangka bakal ngelnyot pan-saponapan se ngantang tor se ngambang.1,Tidak disangka akan menghanyutkan siapapun yang menunggu dan yang mengambang.,97,Novel Kerrong Ka Omba
2324.0,"Ana'na se gi' ngodha, se gunna lebur amaen leker, gaseng, lajangan, pal-eppalan, ban gasek amaen dhako ganeko sanonto dhu'-nondhu'.1","Anaknya yang masih muda, yang hanya suka bermain gundu, gangsing, layangan, dan cepat-cepat bermain congklak itu hari itu hanya duduk.",97,Novel Kerrong Ka Omba
2325.0,Keng matana mancerreng ka lepa'an.1,Tapi matanya melotot ke congklak.,97,Novel Kerrong Ka Omba
2326.0,Na'-kana' se buru kala mare amaen dhako ganeko akaton gumigila ngedhing gigirra oreng lake' se songodda tombu lebba' e adha'na elong-nga.1,Anak-anak yang baru kalah setelah bermain congklak itu terlihat menggigil mendengar marahnya orang laki-laki yang kumisnya tumbuh tebal di depan hidungnya.,97,Novel Kerrong Ka Omba
2327.0,Aba'na pajat terro taowa ka tase'.,Dirinya memang ingin tahu ke laut.,97,Novel Kerrong Ka Omba
2328.0,"Tao pe-maleppe sakaleyan, tape ta' dhapa' ka tase' pon etemmo e jalan kalaban lalake' towa ganeko, se buru dhateng ngare'.1","Pernah mencoba sekali, tapi tidak sampai ke laut, dia malah ditemui di jalan oleh laki-laki tua itu, yang baru datang dari memanen.",97,Novel Kerrong Ka Omba
2330.0,"Lalake' ganeko apangara ngopenesa kopengnga,sakeng ta' nyaman ka sakanca'an se padha mole ngare' gane.1","Laki-laki itu berniat mengupil telinganya, tapi tidak enak pada teman-temannya yang sama-sama pulang memanen itu.",98,Novel Kerrong Ka Omba
2331.0,Burung pole.,Batal lagi.,98,Novel Kerrong Ka Omba
2332.0,"Ca'na karettegga dhadhana, kacong ganeko mole kalaban pekkeran se agumbek dhalem dhadhana.","Katanya remuk dadanya, anak itu pulang dengan pikiran yang bergelora dalam dadanya.",98,Novel Kerrong Ka Omba
2333.0,Areya panas!,Ini panas!,98,Novel Kerrong Ka Omba
2334.0,Ma' pera'anan.1,Kenapa kok ribut?,98,Novel Kerrong Ka Omba
2335.0,"Sela esoro tedhung bainan ko,gi'ngalole.1","Bilangnya disuruh tidur saja, kok masih ribut.",98,Novel Kerrong Ka Omba
2336.0,Ngalollo malolo.1,Berbicara terus.,98,Novel Kerrong Ka Omba
2337.0,Kacong ganeko entar ka en-maenan dlhakona se emelleyagi eteppa'na gabay.1,Anak itu pergi ke mainan congklaknya yang dibelikan tepat waktu panen.,98,Novel Kerrong Ka Omba
2338.0,Dhakona epagentang.,Congklaknya dipasang.,98,Novel Kerrong Ka Omba
2339.0,Lobangnga ebitong.,Lubangnya dihitung.,98,Novel Kerrong Ka Omba
2340.0,Badha nembellas lobang.,Ada enam belas lubang.,98,Novel Kerrong Ka Omba
2341.0,"Empa' bellas lobang kene',dhuwa'an lobang raja.","Empat belas lubang kecil, dua lubang besar.",98,Novel Kerrong Ka Omba
2342.0,Se pa'bellas ajajar dhubaris pepetto'-pepetto'.,Yang empat belas berjajar dua baris tujuh-tujuh.,98,Novel Kerrong Ka Omba
2343.0,Dhuwa' lobang se raja kadibi'-kadibi'.1,Dua lubang yang besar sendirian.,98,Novel Kerrong Ka Omba
2344.0,E sabban lobang se pepetto' kodu aesse pettong bigi dhako.1,Di setiap lubang yang tujuh harus berisi tujuh biji congklak.,98,Novel Kerrong Ka Omba
2345.0,"Bila ekamaen, bigi-bigi ganeko bakal eedderragi dha'sadaja lobang.1","Kalau dimainkan, biji-biji itu akan diedarkan ke semua lubang.",98,Novel Kerrong Ka Omba
2346.0,"Tamaso' bila lebat e lobang se raja andhi'na dibi',kodu ngesse'e keya.1","Termasuk kalau lewat di lubang yang besar miliknya sendiri, harus diisi juga.",98,Novel Kerrong Ka Omba
2347.0,"Kodu nyaba' sanajjan settong bai',sanajjan sabigi.1","Harus menaruh meskipun satu saja, meskipun sebiji.",98,Novel Kerrong Ka Omba
2348.0,"Tape tor kadhang ta' apangrasa,dhari se settong, atamba settong, atamba settong, ta' ekarassa daddi sagunong.","Tapi terkadang tidak merasa, dari yang satu, bertambah satu, bertambah satu, tidak terasa jadi segunung.",98,Novel Kerrong Ka Omba
2349.0,Ma' bisa kodu bariya tayya?,Kok bisa harus begitu ya?,98,Novel Kerrong Ka Omba
2350.0,"Dina ngakana gallu, oca'na kadibi'an.1","Nanti makan dulu, katanya pada dirinya sendiri.",98,Novel Kerrong Ka Omba
2351.0,Pola mare ngakan na'-kana' se amaena leker dhateng.1,Setelah selesai makan anak-anak yang bermain gundu datang.,98,Novel Kerrong Ka Omba
2352.0,"Sanajjan lalake', aba'na aleburan amaen dhakoetembang amaen leker.","Meskipun laki-laki, dia lebih suka bermain congklak daripada bermain gundu.",98,Novel Kerrong Ka Omba
2353.0,"Bila amaen leker, kadhang badha gurugan,se ekala' sakarebba' dibi'.","Kalau bermain gundu, kadang ada keributan, yang diambil sesukanya.",98,Novel Kerrong Ka Omba
2354.0,Aba'na agasegan ta' ngenneng bila gurugan.1,Dia cepat-cepat tidak mau kalau ribut.,98,Novel Kerrong Ka Omba
2355.0,Bali' amaen dhako.,Kembali bermain congklak.,98,Novel Kerrong Ka Omba
2356.0,"Sambi tongbitongan,sambi en-maenan, ta' kalaban sangaja apekker.1","Sambil berhitung, sambil bermain, tidak dengan sengaja berpikir.",98,Novel Kerrong Ka Omba
2357.0,"Mangkada dhari lobang se kemma, se gunna aesse bigi se cokop dha'lobang raja, sopaja ta' lebbi, ban ta' ambu e tengnga jalan.1","Mulai dari lubang mana, yang hanya berisi biji yang cukup ke lubang besar, supaya tidak lebih, dan tidak berhenti di tengah jalan.",98,Novel Kerrong Ka Omba
2358.0,Tape kacong ganeko paggun agundhel settong petanya se nyelbi' dhalem pekkeranna.,Tapi anak itu tetap memegang satu pertanyaan yang terselip dalam pikirannya.,98,Novel Kerrong Ka Omba
2359.0,Petanya ganeko gi' nyelpet dhalem ramo'na obu'na.1,Pertanyaan itu masih terselip dalam rambutnya.,99,Novel Kerrong Ka Omba
2360.0,Badha nape e tase' sampe'ta'ebagi ka tase'.,Ada apa di laut sampai tidak diperbolehkan ke laut.,99,Novel Kerrong Ka Omba
2361.0,Ngakan nyamnyam.,Makan enak.,99,Novel Kerrong Ka Omba
2362.0,"Sanajjan juko'kendhuy kalaban peccegga rante,pettes ban tantona buja cabbi, eberra akaton berda, badhana juko' kendhuy ganeko akaton ta'sanggup ajujju tor nyothok nase' maso' ka perro'.1","Meskipun ikan kenduy dengan campuran bumbu rantai, petis dan tentunya garam cabai, airnya terlihat bening, badan ikan kenduy itu terlihat tidak sanggup menyentuh atau menusuk nasi masuk ke perut.",99,Novel Kerrong Ka Omba
2363.0,"Aba'na sajan atanya, ma' bisa aba'na ta' ebagi ka tase', ja'rengan sabban are oreng-oreng ajuwal juko', odhang se ko'-malekko', edhimma olle ganeko kakabbi mon ta' dhari tase'.","Dia semakin bertanya, kenapa dia tidak diperbolehkan ke laut, katanya setiap hari orang-orang menjual ikan, udang yang melompat-lompat, dari mana dapat itu semua kalau tidak dari laut.",99,Novel Kerrong Ka Omba
2364.0,"Aba'na ebalai kalaban embu'na, ja' juko' neko dhari tase', ta'ekagabay akadi jajan-jajan se ebelli e seddi'na romana.1","Dia dihalangi oleh ibunya, kalau ikan itu dari laut, tidak dibuat seperti jajan-jajan yang dibeli di dekat rumah.",99,Novel Kerrong Ka Omba
2365.0,"Bila apol-kompol sakanca'an, aba'na gunna ngedhingagi dungngengnga kancana, se adungngeng entar ka tase',nyongka'-nyongka' bato olle senggi', sanajjan sake' bila ekepe' kampe'na senggi'.1","Kalau berkumpul dengan teman-teman, dia hanya mendengarkan dongeng temannya, yang mendongeng pergi ke laut, mencongkel-congkel batu dapat kerang, meskipun sakit kalau digigit capitnya kerang.",99,Novel Kerrong Ka Omba
2366.0,"Otaba bila nemmo bato-bato se akang-jaringkang, se ta' bakal etemmo e gunong na'nong bato kaletthak.1","Atau kalau menemukan batu-batu yang berongga-rongga, yang tidak akan ditemukan di gunung tumpukan batu kapur.",99,Novel Kerrong Ka Omba
2367.0,"Kancana adungngeng aeng tase' se jenneng,napepole bila toju' e babana bungkana nyeyor e penggir tase', alama' rebba se ngalampar, ngabas sampan ngoy-langngoyan.1","Temannya mendongeng air laut yang jernih, apalagi kalau duduk di bawah pohon kelapa di pinggir laut, merasakan sejuk yang melebar, melihat perahu berlayar.",99,Novel Kerrong Ka Omba
2368.0,Ngabasagi bai pon langngo.,Melihat saja sudah pening.,99,Novel Kerrong Ka Omba
2369.0,Dalko' ngabber.1,Lalat-lalat berterbangan.,99,Novel Kerrong Ka Omba
2370.0,"Nyalaop-nyalaop e attasanna tase', nyalaop e attasanna omba'.","Merap-merap di atas laut, merap-merap di atas ombak.",99,Novel Kerrong Ka Omba
2371.0,Sanajjan bila para' sorop are.,Meskipun kalau menjelang sore.,99,Novel Kerrong Ka Omba
2372.0,Nengngale are pon para' compedda.,Melihat hari sudah hampir habis.,99,Novel Kerrong Ka Omba
2373.0,"Angenna ngamenyor, sampanna ngoy-langngoyan, ondhemma ngamennyor mega mera ngalampar daddi batessa tase' saengga aeng tase'na ta'nompa.","Angin berhembus, perahunya berlayar, awannya mengembang mega merah melebar jadi batas laut sehingga air lautnya tidak tumpah.",99,Novel Kerrong Ka Omba
2374.0,"Omba' akaton dhateng, asabab ondhem se bungkol-bungkol garowa maso' nyosop ka dhalem tase' pas ajalan,akadi ajalan e langnge'.","Ombak terlihat datang, sebab awan yang bergumpal-gumpal itu masuk menyusup ke dalam laut lalu berjalan, seperti berjalan di langit.",99,Novel Kerrong Ka Omba
2375.0,Daddina omba'na bangtabangan.1,Jadinya ombaknya berhamburan.,99,Novel Kerrong Ka Omba
2376.0,"Abassagi ondhem se ngalarkar pote, aba'-omba', jagana bila egiret angen, ondhem rowa ngababa e poncana babana langnge' se atabung kalaban tase', pas maso' nyosop ka tase'se tennang, saenggana tase' aesse omba',1","Melihat awan yang membentang putih, berombak-ombak, sepertinya kalau ditarik angin, awan itu terbang di puncak bawah langit yang terhubung dengan laut, lalu masuk menyusup ke laut yang tenang, sehingga laut berisi ombak,",99,Novel Kerrong Ka Omba
2377.0,caretana kancana.,ceritanya temannya.,100,Novel Kerrong Ka Omba
2378.0,Tape arapa ma' tadha' omba' mera mara?1,Tapi kenapa kok tidak ada ombak merah?,100,Novel Kerrong Ka Omba
2379.0,se laen atanya sakanca'an padha kacongnga.,yang lain bertanya sesama anak laki-laki.,100,Novel Kerrong Ka Omba
2380.0,"Ma' tadha', bila para' compedda are, aeng tase' kan ngamera keya.","Kenapa tidak ada, kalau sudah hampir habis harinya, air laut kan memerah juga.",100,Novel Kerrong Ka Omba
2381.0,Ba'na kaburu moleya.,Kamu buru-buru pulang.,100,Novel Kerrong Ka Omba
2382.0,Ta' ngabassagi omba'se mera.,Tidak melihat ombak yang merah.,100,Novel Kerrong Ka Omba
2383.0,"Sajan lebur, sawodda kacong se akaton daddi katowana patase'an.1","Semakin menarik, jawab anak yang terlihat jadi ketuanya kelompok main.",100,Novel Kerrong Ka Omba
2385.0,Ma' tadha' omba'celleng?,Kenapa tidak ada ombak hitam?,100,Novel Kerrong Ka Omba
2386.0,"Arowa kan badha ondhem celleng, padhana bila para' ojana, ondhem kan celleng.","Itu kan ada awan hitam, sama seperti kalau hampir hujan, awan kan hitam.",100,Novel Kerrong Ka Omba
2387.0,Arapa ma' tada' omba' celleng?,Kenapa kok tidak ada ombak hitam?,100,Novel Kerrong Ka Omba
2388.0,"se laen atanya pole, polana enga' ka ondhem celleng bila para' ojana.","yang lain bertanya lagi, karena ingat pada awan hitam kalau hampir hujan.",100,Novel Kerrong Ka Omba
2389.0,Ondhem celleng se kadhang magipowan manaonga jemmoran.1,Awan hitam yang kadang mengganggu jemuran.,100,Novel Kerrong Ka Omba
2390.0,Ondhem se celleng ta' kera daddi omba'celleng keya.,Awan yang hitam tidak akan jadi ombak hitam juga.,100,Novel Kerrong Ka Omba
2391.0,"Polana cellengnga rowa eanyo' san-kasanagi, daddina gunna daddi omba' pote, celleng arowa kan da'gedda', ja' sengana rowa cellot, cellot rowa berra', ta' bisa ngantang padhana ondhem pote se socce1","Karena hitamnya itu dihanyutkan, jadinya hanya jadi ombak putih, hitam itu kan tidak padat, katanya itu celot, celot itu berat, tidak bisa mengambang seperti awan putih yang suci.",100,Novel Kerrong Ka Omba
2392.0,sawodda pole kalaban sawodan komo'.1,Jawabnya lagi dengan jawaban yang kotor.,100,Novel Kerrong Ka Omba
2393.0,"Kose komo' kadari, tape arapa mon se mera ma' ta'nyellem, ma'bisa paggun daddi omba'mera?1","Bosan kotor terus, tapi kenapa kalau yang merah kok tidak tenggelam, kok bisa tetap jadi ombak merah?",100,Novel Kerrong Ka Omba
2394.0,Ya polana mera ta' bisa nyellem.,Ya karena merah tidak bisa tenggelam.,100,Novel Kerrong Ka Omba
2395.0,Kose eparepot!,Bosan direpotkan!,100,Novel Kerrong Ka Omba
2396.0,"Kacong se ta' ebagi ka tase' ganeko terro nengaleya keya,omba' se esosobi ondhem ganeko.1","Anak yang tidak diperbolehkan ke laut itu ingin melihat juga, ombak yang disusupi awan itu.",100,Novel Kerrong Ka Omba
2397.0,"Ca'na kancana, omba'ta' kera badha, aeng ta' kera nyobbul, abunggalumbung,kalamon tadha' se nyosop, otaba tadha'se abu'ul.1","Kata temannya, ombak tidak akan ada, air tidak akan menggelegak, bergelombang, kalau tidak ada yang menyusup, atau tidak ada yang berkumpul.",100,Novel Kerrong Ka Omba
2398.0,"Kancana gella'ngoca'keya, padhana aeng songay,biyasa,atang,polana ta' asandhing kalaban ondhem, polana ta'abates kalaban langnge'se aropa'agi batessa tase'.1","Temannya itu mengatakan juga, sama seperti air sungai, biasa, tenang, karena tidak bersanding dengan awan, karena tidak berbatas dengan langit yang merupakan batas laut.",100,Novel Kerrong Ka Omba
2399.0,Napepole aeng epakeban.1,Apalagi air di kolam.,100,Novel Kerrong Ka Omba
2400.0,Tadha' se bulnyobbul.1,Tidak ada yang menggelegak.,100,Novel Kerrong Ka Omba
2401.0,Tadha' omba' tadha' apa.1,Tidak ada ombak tidak ada apa-apa.,100,Novel Kerrong Ka Omba
2402.0,"Ca'na kancana se akaton daddi katowana patase'an ganeko,saongguna aeng neko dhalem katennangan.1","Kata temannya yang terlihat jadi ketuanya kelompok main itu, sebenarnya air itu dalam ketenangan.",101,Novel Kerrong Ka Omba
2403.0,"Sakeng badha ondhem se nyosop maso', se adaddiyagi omba'.1","Tapi ada awan yang menyusup masuk, yang menyebabkan ombak.",101,Novel Kerrong Ka Omba
2404.0,"Daddi bila badha omba' raja, jarowa ondhemma raja keya ya?","Jadi kalau ada ombak besar, itu awannya besar juga ya?",101,Novel Kerrong Ka Omba
2405.0,kanca se laen paggun atanya.,Teman yang lain tetap bertanya.,101,Novel Kerrong Ka Omba
2406.0,"Mon ondhemma gunna ne'-kene', ya omba'na gunna tha-ethe.","Kalau awannya hanya kecil-kecil, ya ombaknya hanya kecil-kecil.",101,Novel Kerrong Ka Omba
2407.0,Ya gunna badhana keya omba'.,Ya hanya ada ombak juga.,101,Novel Kerrong Ka Omba
2408.0,"Tamaso'ondhem celleng jarowa, kan kadhang kose petteng calemodan.","Termasuk awan hitam itu, kan kadang harus gelap gulita.",101,Novel Kerrong Ka Omba
2409.0,"Notobi are polana, jarowa omba'na raja bila maso' ka tase'.","Menutupi hari karena itu, itu ombaknya besar kalau masuk ke laut.",101,Novel Kerrong Ka Omba
2410.0,Agules onggu mon jarowa.1,Benar-benar bergulir kalau itu.,101,Novel Kerrong Ka Omba
2411.0,Tadha' tegguna ka sampan.1,Tidak berguna ke perahu.,101,Novel Kerrong Ka Omba
2412.0,Ya abali' onggu sampanna.1,Ya akan kembali benar-benar perahunya.,101,Novel Kerrong Ka Omba
2413.0,"E bakto ngoca' thaethe,ekoca'agi kalaban sowara se malengkong, edhimma monyena horop se tengnga ebaca pendha lanjang akantha tello horop dhalem baca'an ajiyan.1","Pada waktu mengucapkan kecil, diucapkan dengan suara yang melengkung, di mana suara huruf yang di tengah dibaca seperti panjang seperti tiga huruf dalam bacaan ajian.",101,Novel Kerrong Ka Omba
2414.0,Marenges ta'iya!1,Mengerikan sekali!,101,Novel Kerrong Ka Omba
2415.0,oca'na kacong se ta' ebagi ka tase'.,Kata anak yang tidak diperbolehkan ke laut.,101,Novel Kerrong Ka Omba
2416.0,"Ya, mangkana ta' ebagi entar ka tase' mon mama'na!","Ya, makanya tidak diperbolehkan pergi ke laut kalau bapaknya!",101,Novel Kerrong Ka Omba
2417.0,"Ya, dina ja' kose ka mama'.1","Ya, nanti jangan begitu ke bapak.",101,Novel Kerrong Ka Omba
2418.0,Padha andhi' mama'.1,Sama-sama punya bapak.,101,Novel Kerrong Ka Omba
2419.0,Padha celleng mama'na keya.1,Sama-sama hitam bapaknya juga.,101,Novel Kerrong Ka Omba
2420.0,Lamba' pajat oreng ca'na ta' ebagi ka tase'.,Dulu memang orang katanya tidak diperbolehkan ke laut.,101,Novel Kerrong Ka Omba
2421.0,Polana tase'salaen bannya' kapethengnga se gunna kalakowanna ngampe'dha' na'-kana' kene'1,Karena laut selain banyak kegelapannya yang hanya perbuatannya mencapit ke anak-anak kecil.,101,Novel Kerrong Ka Omba
2422.0,Mon ka oreng towa ta' ngampe' ya?,Kalau ke orang dewasa tidak mencapit ya?,101,Novel Kerrong Ka Omba
2423.0,"Ya, enja' ta' ngampe'.1","Ya, tidak.",101,Novel Kerrong Ka Omba
2424.0,Ja' rengan tao carana mnega'.1,Karena katanya tahu caranya menangkal.,101,Novel Kerrong Ka Omba
2425.0,"Mon na'-kana' kene' ya laju erama', padhana se ngala' tambulla tahlilan,ya ekampe'1.","Kalau anak-anak kecil ya langsung diraup, sama seperti yang mengambil tembokan tahlilan, ya dicapit.",101,Novel Kerrong Ka Omba
2426.0,"Mon la oreng se ahli patase'an, ya ekala'dhari budhi.1","Kalau sudah orang yang ahli melaut, ya diambil dari belakang.",101,Novel Kerrong Ka Omba
2427.0,"Saenggana, kampe'na rowa ta' bisa ngampe', ja' rengan kampe'na kadha' se erekkep.1","Sehingga, capitnya itu tidak bisa mencapit, katanya capitnya itu yang diremas.",101,Novel Kerrong Ka Omba
2428.0,"Mon na'-kana', ya ja' rengan kampe'na se erama', ya ekampe', atharat,pojur banne mano'na se ekampe'.1","Kalau anak-anak, ya katanya capitnya yang diraup, ya dicapit, bertebaran, untung bukan burungnya yang dicapit.",101,Novel Kerrong Ka Omba
2429.0,"Salaen jareya, lamba' tase' ejaga.","Selain itu, dulu laut dijaga.",101,Novel Kerrong Ka Omba
2430.0,Ca'na badha tantarana se ajaga tase'.,Katanya ada tentaranya yang menjaga laut.,101,Novel Kerrong Ka Omba
2431.0,Sapa bai se entar ka tase' ca'na epega' laju.,Siapa saja yang pergi ke laut katanya ditangkap langsung.,102,Novel Kerrong Ka Omba
2432.0,"Polana tantara jareya ajaga balanan, ajaga essena tase' sopaja ta' ekala' oreng dhinna', tantara jareya oreng jauna jau, se dhateng dha' enja, ngeco' essena tase'.","Karena tentara itu menjaga jalan, menjaga isi laut supaya tidak diambil orang sini, tentara itu orang jauh sekali, yang datang ke sini, mencuri isi laut.",102,Novel Kerrong Ka Omba
2433.0,Daddi badha tantara se ajaga.,Jadi ada tentara yang menjaga.,102,Novel Kerrong Ka Omba
2434.0,Ca'na badha pate'na keya.,Katanya ada anjingnya juga.,102,Novel Kerrong Ka Omba
2435.0,Pate'na laju amonye mon nengale oreng laen se bida dhari tantara pajagana jareya.,Anjingnya langsung berbunyi kalau melihat orang lain yang berbeda dari tentara penjaga itu.,102,Novel Kerrong Ka Omba
2436.0,"Bannya' oreng se epega', laju ekepe' padhana senggi'ngampe' rowa, ban epasellem ka tengnga tase'.1","Banyak orang yang ditangkap, lalu dicapit seperti kerang mencapit itu, dan ditenggelamkan ke tengah laut.",102,Novel Kerrong Ka Omba
2437.0,Kadhang sateyana sengko' gi' nemmo balunthoganna cethak.1,Kadang sekarang saya masih menemukan gundukan kepala.,102,Novel Kerrong Ka Omba
2438.0,Mon pera' tolang ya pendhanan.1,Kalau hanya tulang ya cuma-cuma.,102,Novel Kerrong Ka Omba
