Madura,Indonesia
monyèna ranyèng cè' ranyèngnga,bunyinya keras sangat keras
tema èngghi panèka pokeddhâ pangghâliyân sè bisa ètèngalè ḍâri kompolanna pansaponapan alenia èḍâlem teks narasi ,tema yaitu pokok pemikiran yang bisa dilihat dari kumpulan beberapa alinea di dalam teks narasi
è ḍissa,disana
ѐ ḍâlem bâca’an aḍhâ kanḍâ è attas sè abu ḍhâbu èngghi panèka ,dalam bacaan percakapan di atas yang berbicara adalah
oca’ lon-alon sakola’an ḍâlem aèng roma sakè’ panèka tamaso’ oca’ bhârâng,kata lon-alon sakola’an ḍâlem aèng roma sakè’ termasuk kata benda
ma' gi' tadha' abali ta' enggi,kenapa kok belum ada yang kembali ya
malle makane sape,biar memberi makan sapi
poji sokkor bula tekka melleyagi sello' babakalan dha' dika,puji syukur aku kesampaian membelikan cincin pertunangan untukmu
ghita' molè,belum pulang
nyergu' kalobult bako parancak arantep ban kobina,menghisap klobot tembakau parancak lintingan dan kopinya
caceng epobu pole,cacing dibubuhi lagi
soko tèppang,kaki pincang
neka' jaga gallu se kene',ini jaga dulu yang kecil
orèng sè ngangghit deskripsi panèka kodhu,orang yang membuat deskripsi harus
tang emma' ma' sènga' rèya yá,ibuku kok seperti ini ya
jhȃjhȃl jȃwȃb kalabȃn bhenḍer,coba jawab dengan benar
lo' atoro' parènta,tidak mengikuti perintah
ta' sabban are,tidak setiap hari
pakakas sè kadhâddhiyân ḍâri keccap èghuna’aghi kaangghuy maḍâpa’ karep pessen tor maksod ḍâ’ ka orèng laèn èsambhât ,perkakas yang terjadi dari suku kata digunakan untuk menyampaikan keinginan pesan dan maksud kepada orang lain disebut
ramana ali sè ta’ ngajhâr arè ,ayahnya ali yang tidak mengajar hari
rama biḍhik,rumah berbilik gedek
namen pao rèya èkaparlo apana,tanam pohon mangga ini diperlukan apanya
oca' ghenghâk,berbohong
nga'-anga' dhari dhuwa' barang ganeko ta' nambai banga'tape gunna adaddiyagi ngalengsang nyare ken-nengngan laen se cellep akadiya bato otaba dhaun ,bau dari dua barang itu tidak menambah kenyamanan tapi hanya membuat gelisah mencari tempat lain yang dingin seperti batu atau daun
ghutong rojhung è kampong,gotong royong di kampung
ajhuko' tahu,berlauk tahu
pènter rarem,tidak begitu pandai
nyorowaghiyâ aghâbây lajângan,menyuruh membuat layangan
bâdâ kèya sè pèyapè arabât bâkto bâdâ tatangghâna èntar amaèn ka romana,ada juga yang pura-pura merawat waktu ada tetangganya pergi bermain ke rumahnya
bhârâng dhâghângan,barang dagangan
sè èrebbhu’ kerrabhan sapè 2017 èngghi panèka ,yang direbutkan karapan sapi 2017 yaitu
maju rapa pa' bun ojuk bhâi dâri tengnga tasè,ayo pak lurah suruh saja pindah dari tengah laut
abâma bhiru,berwarna hijau
maya abhâjâng terros,maya salat terus
00 se epetpeda,00 yang aman diberangkatkan
apa ta' nambai mabannya' otang keya polana ta' andhi' pangaselan,apa tidak menambah memperbanyak utang juga karena tidak punya penghasilan
mènta kabru,minta maaf
mare abajang se kadhuwa padha adikker,selesai salat keduanya sama-sama berzikir
tèḍung napang,tidur menelungkup
adha' gi' cong,belum masih nak
buri' kata',pantat menungging seperti katak
bȃnjirrȃ ḍȃpa’ ḍȃ’ ḍimma,banjirnya sampai di mana
cè' abiddhâ,terlalu lama
panakan binè',kemenakan perempuan
polana sajân petteng sajân bânnya' jhuko' sèngarambâng,karena semakin gelap semakin banyak ikan yang bertebaran
polana èombhâng kana' sè lo' anḍi' sala rowa bikembiân,karena dimarahi
mellèya bhâbângmaju mon èyaterra lè' mar,membeli bawang ayo kalau diantar dik mar
vokalsè palèng bânnya’ sè paḍâ ḍâlem bhâris sè kapèng ḍuwâ’ ḍâri tokèlan puisi è attas èngghi panèka ,vokal yang paling banyak pada baris kedua dari kutipan puisi di atas adalah
aba'na ta' aroko' cap balanan banne sakeng polana ta' andhi' roko' tape gi' esempen,dia tidak merokok cap 'balanan' bukan karena tidak punya rokok tapi masih disimpan
sè andhâddhiyaghi manossa samporna amarghâ ,yang menjadikan manusia sempurna karena
ta' mon ngamok neng romana rowa pèndhâ' ta' todus ka rèng-orèng,tidak kalau mengamuk di rumahnya itu seperti tidak malu pada orang-orang
tuni molaè anyarè neng è pong-kampong,tuni mulai mencari di perkampungan
nabbhu ghenḍhâng,menabuh kendang
sapèna epalebbhu ḍâ' kanḍângnga,sapinya dimasukkan ke dalam kandangnya
bâkto pokol 0415 ali manḍi,waktu pukul 0415 ali mandi
mad ja'i nerrangngagi,mad ja'i menjelaskan
sapa tao kalaban sombu se anyar se pon akerrem dhalem mennya' gas ta' kera mate-mate asabab eserrop angen,siapa tahu dengan sumbu yang baru yang sudah terendam dalam minyak gas tidak akan mati-mati disebabkan ditiup angin
koca'en rèng lambâ'en mon majâng terro ollèyanna rèya kodhu dântos kèlap macentar è tengnga tasè',kata orang dulunya kalau melaut ingin dapatannya ini harus menunggu kilat menyambar di tengah laut
ajhâlân ollè tello lokkè' tamna'in anyè-nyanyèan è jhâlân,berjalan dapat tiga langkah tama'in bernyanyi-nyanyi di jalan
kana' bheller rowa clhujân ngèco' pao è tang roma,anak nakal itu suka mencuri mangga di rumahku
karo can orèng mon reng ngobu parao rèya ghisoghi,nanti kata orang kalau orang memelihara perahu ini ya kaya
lès-kèlès rèng kanca,terlambat orang teman
tolèsanna ètolès bi' dârâ sè marè èkala',tulisannya ditulis dengan darah yang selesai diambil
ghenḍhâk polana bânnya’ èlmo,sombong karena banyak ilmu
aba'na abirla onggu bila badha kalakowan,dia bersemangat sungguh bila ada pekerjaan
masa' ta' olleya sakale molae gella'gi'laggu bariya,masa tidak dapat sama sekali dari tadi pagi begitu
lalake' ganeko agutgut obu'na se ta' etemmo bagiyan dhimma se gatel,laki-laki itu menggaruk rambutnya yang tidak menemukan bagian mana yang gatal
para' matèa,nyaris tewas
molae sabban esoro ambu ja' lako tarowan padhana se esangowe,mulai setiap hari disuruh berhenti jangan berjudi padahal yang dikasih makan
molaè dâri ta' taona abâ' sampè'ghu-ongghu tao ka kalako'enna sè èpadâ'râmma'a kabudina,mulai dari tidak tahunya badan sampai sungguh-sungguh tahu pada pekerjaannya yang mau diapakan ke belakangnya
angrasa sala,merasa salah
kakanan sè halal,makanan yang halal
kadhi ponapa,bagaimana
ghuru bhânto,guru yang diperbantukan
pas terros molèka kampong bangkong,lalu terus pulang ke kampung bangkong
bapa' kabâllun,bapak tiri
ḍâunna katès arassa paè',daun pepaya berasa pahit
ḍâina manyonyat,dahinya benjol
rama ngokor lanjhângnga paghâr,ayah mengukur panjangnya pagar
bâdâ sè karè bhâdhânna bâdâ sèkarè cètakghâ bâdâ sè karè tanangnga bi' râng-bhârâng bhâdhân laènna,ada yang tersisa badannya ada yang tersisa kepalanya ada yang tersisa tangannya dan bagian-bagian badan lainnya
sè aghâbây,yang membuat
keng se etojju romana man sunahwi,tapi yang dituju rumahnya paman sunahwi
tellor sè èèrremmè la teḍḍhâs,telur yang dierami sudah menetas
pa nyapa ḍȃ’ ka sè bȃḍȃrabu,tegur sapa kepada yang adahadir
manabi sakola’an maso’ sanaos bulân pornama ca-kancana reza paḍâ jhâr-ajhârân è compo’na bâng-sèbâng,apabila sekolahan masuk meskipun bulan purnama teman-temannya reza sama-sama belajar di rumahnya masing-masing
mèlor rèng binè' bângal,ikut perempuan berani
dhalem bang-ngalembangnga okos se eserrop angen lalake' ganeko nengngale aba'na se kaso ngangko' buja dhari tengnga talangan,dalam gelombang asap yang disedot angin laki-laki itu melihat dirinya yang lelah mengangkut garam dari tengah sawah
mara lakonana saè-saè,coba kerjakan dengan baik
angen ta' lebat,angin tidak lewat
bâto celleng,batu hitam
okara majjhâ kadhâddhiyân ḍâri s–p– o,kalimat majemuk terjadi dari s–p– o
maddi loppae,hampir lupa
langngan ta' nèpè'an,area tidak kecil
bu rini adhu’um nasè’ eḍḍosȃn,bu rini membagikan nasi bungkus
berta sè abujud lèsan biyasana jhughân èsoson ḍâlem bujud tolès sabellunna èpaḍâpa’ ka pamèyarsana,berita yang berwujud lisan biasanya juga disusun dalam wujud tulis sebelumnya disampaikan ke pemirsanya
apa sè èmaksod rokat dhisa,apa yang dimaksud ruwat desa
 engko' ta' terro ka kakè lè',aku tidak ingin padamu dik
abak aban sakone' se ngare' la padha mole ngeba rebba sapeltong e so'onanna,hampir siang sedikit yang ngarit sudah pada pulang membawa rumput di keranjang yang dijunjungnya
angghidhân narasi panèka kèngèng nyarèta’aghi kadhâddhiyân sè ghu-ongghu bâḍâ,karangan narasi bisa menceritakan kejadian yang sungguh-sungguh ada
sateya gi' badha e pondhuk,sekarang masih ada di pondok
mèlè ajhâlan kadhibi',memilih jalan sendiri
pas rèng kaduwwâ rèya langsong soro mèlè,lalu kedua orang ini langsung disuruh memilih
neng bhiri ḍuwȃ’ bȃḍȃ saponapa ghuru,di baris dua ada berapa guru
tonjhu' tengnga,jari tengah
iya areya polana sarini ta' endha' ngandhung pole,yaitu karena sarini tidak mau mengandung lagi
kaulâ ènga' dhurin,saya ingat durian
rasat langsong aberka' ka lowar,rasat langsung melompat ke luar
nè'-binè' ghella' ngoca' jhâ' dhibi'en ta' tarèma mon èpangakan jhuko' cellot malolo rèsaarèna,ibu-ibu itu mengatakan kalau mereka tidak terima jika makan ikan celot terus-menerus setiap hari
molae gi' lamba' abalangaja kadhuwa'an tape samangken sampeyan ngala' nyamanna dibi' polana kalakowan pon nyaman ta' enga' lamba' se para' mateya ngek-serngegan,mulai dari dulu memberanikan diri berdua tapi sekarang kamu mengambil enaknya sendiri karena pekerjaan sudah enak tidak ingat dulu yang hampir mati kepanasan
harèpan sè palèng panghulu,harapan yang paling ketua
romana cèna apaghâr kabâ' ḍuri,rumahnya orang cina berpagar kawat berduri
gher-ogher bhuru kodhu akor bân ngen-angen sè bâḍâ neng pèkkèranna,kerangka baru harus cocok dengan angan-angan yang ada di pikirannya
aba'na aro-serrowan ,dirinya berteriak-teriak
alasanna mon dâri rèng mancèng ngakona polana ta'mancèng neng kennengngan jiyâ,alasannya kalau dari pemancing mengaku karena tidak memancing di tempat itu
ètabâng ~,dikejar
bhiru langngè',biru langit
mèjâ okèr,meja ukir
tang eppa' bâdâ acara neng lowar,bapakku ada acara di luar
bâ'na nengale ka'dinto,kamu melihat itu
kanca se laen paggun atanya,teman yang lain tetap bertanya
ta' padhana na'-kana' sateya se la ngangguy program kb ka bidan e polindes,tidak seperti anak-anak sekarang yang sudah memakai program kb ke bidan di polindes
sakejjhȃ’agghi’ bis minina ḍȃteng,tak lama kemudian bis datang
jhârân pejhikaran,pedati yang ditarik kuda
kalaban esardha mardha bakal lebbi alos,dengan disodok baranya akan lebih halus
sakè' cacèngan,sakit cacingan
pas baramma se ta' tasanggerra'a bila taresna pon kadbung tasangsang,lalu bagaimana tidak terpikat bila cinta sudah terlanjur tersangkut
ontong bânnya',untung banyak
tolès è buku tolèssa,tulis di buku tulisnya
kasènnengngan sè nèko,kebahagiaan yang itu
kadhâng bun sri nyorowan ana'en ngala'aèngnga masjid dhingla jumatan,kadang bun sri menyuruh anaknya mengambil air masjid kalau jumatan
dhari morlao'na saba ganeko ella' songay kaalang alas perreng ban bungkana jate ekaedhing na'-kana' dhalem kabadha'an upaca-ra pandhira mera pote kalaban sambi anyanyi lagu indonesia raya ekaedhing nyi-nyanyianna,dari tenggaranya sawah itu melewati sungai terhalang hutan bambu dan pangkalnya jati terdengar anak-anak dalam keadaan upacara bendera merah putih dengan sambil menyanyikan lagu indonesia raya terdengar nyanyian
saabidda saripa ta' dha-teng cong nangka kalaban bellas ate arabat pa' tenggi padhana pa' tenggi se ngopene e bakto cong nangka gi' ir'-gulian aporowan ekabaji'i oreng,selama saripa tidak datang cong nangka dengan belas kasih merawat pak kepala desa seperti pak kepala desa yang mengurusnya di waktu cong nangka masih berguling-guling luka dibenci orang
nase'na eseyom-seyom,nasinya dicium-cium
ḍâri lambâ' sèngko' ella ngoca',dari dulu saya sudah mengatakan
 èyatorè jâwâb pètanya-pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres,silakan jawab pertanyaan-pertanyaan di bawah itu dengan pilihan yang paling benar
ngèrèt bhârâng berrâ',menarik barang berat
èdimma bengkonah,di mana rumahnya
parcaja'a dika ka bula bula mangkat jugan kaangguy abali,percayakah kamu padaku aku berangkat juga untuk kembali
kèn satèya ambu polana dhaddhi kalèbun,tapi sekarang sudah berhenti karena jadi kepala desa
ta' atemmo bato sakale,tidak bertemu batu sama sekali
lalampa’an pamaosan tembhâng èsambhât ,kegiatan pembacaan tembang disebut
arè apa budin so salwa alako areng-bhȃreng,hari apa budin dan salwa bekerja bersama-sama
langngan ampon pèno',lapangan sudah penuh
sè maksoddha manossa oḍi’ è bhumè ta’ kadhibi’ȃn pagghun parlo ḍȃ’ orèng laèn,yang dimaksud manusia itu perlu hidup sehat dan pasti membutuhkan orang lain
kaju canḍhâna,kayu cendana
ja' senga badha roko' belliyan ca'-oca'an se modha akadi lema ropeya enggi paggun nyaman,jangan-jangan ada rokok beli yang murah seperti lima rupiah iya tetap enak
panas atè,panas hati
ban-sabban paddugaranggang pon etale'e dha' cangga kalaban lorga sopaja ta' aleccer jau ,setiap pasang kayu bambu sudah diikat ke tiang dengan tali supaya tidak jatuh jauh
amaèn mata,bermain mata
jhâmbhu monyèt,jambu monyet
ghrighi' dhuddhing,jari telunjuk
ca'na man sunahwi ka ana'na sambi namen parse e adha'na romana,kata paman sunahwi pada anaknya sambil menanam pepaya di depan rumahnya
molaè dâri kembhâng sampè' un-dâunan,mulai dari kembang sampai dedaunan
olahraga apa sè palèng ḍhȃmmang bȃn taḍȃ’ bhȃnḍhȃna,olahraga apa yang paling mudah dan tidak butuh biaya
jusop sabhendherra ta' tègâ sè maghiyâ embana ka dragula sè aropa malaèkat sè nabu'ân nyabâ neng kampong posang,jusop sebenarnya tidak tega memberikan neneknya pada dragula yang berupa malaikat pencabut nyawa di kampung posang
na’-kana’ sè amaèn laghu èn-maènan ghâi’ bintang èangghep mennang manabi,anak-anak yang bermain lagu permainan ghâi’ bintang menganggap menang jika
nèyat jhubâ',niat jelek
okom po-sapo,dihukum dengan dipukul dengan sapu
maske elmona padha carana mekker baramma akkal se bida'a,meskipun ilmunya sama caranya berpikir bagaimana akal yang berbeda
bânnya’na aghuta sè amaèn laghu èn maènan ghâi’ bintang panèka abhângon ,banyaknya anggota yang memainkan permainan ghâi' bintang membuat
sarini tako' otaba kabater mon andhi' ana' pole bakal nambai kabutowan,sarini takut atau khawatir kalau punya anak lagi akan menambah kebutuhan
kèn sè noro'ghun rèng ka sanga,tapi yang ikut hanya sembilan orang
badha se eppas tape badha keya se gi' kodu pateppa' ,ada yang pas tapi ada juga yang masih harus diperbaiki
satengnga tello' gi',setengah tiga masih
mangkana oreng se nyallon lolo pas bannya' se ngangguy sapatu bidhung,makanya orang yang mengaduk adonan semen lalu banyak yang memakai sepatu boot
atun ban satrawi odhi' bida ban oreng kabannya'an e kampongnga,atun dan satrawi hidup berbeda dengan orang kebanyakan di kampungnya
mètorot bȃ’na ajhȃr bhȃsa madhurȃ apa bȃḍȃ ghunana,menurut kamu belajar bahasa madura apa ada gunanya
sè akaè’ sareng ropa otabâ salèra katèngal saè panèka rè-cèrèna ḍâri ,yang terkait dengan rupa atau tubuh kelihatan baik itu ciri-cirinya dari
bhȃsa sè èghuna’aghi neng pidato è balai dhisa,bahasa yang digunakan di pidato di balai desa
masa' tada' sè bisa'a,masa tidak bisa
bân ajjhâ’ sampe’ arosak butombuwân è ghunong apa polè ghunong sampè’ ghunḍul,dan jangan sampai merusak tumbuh-tumbuhan di gunung apalagi gunung sampai gundul
aèng saghârâ kala bânnya’na,air selaut kalah banyaknya
asal mola,asal mula
dhunnya ahèrat,dunia akhirat
enggi ta' kose perak,iya tidak senang banget
bapa pucung ropana amèddhȃ ghunong ,bapak pucung rupanya membelah gunung
malem bulân pornama cè’ pernana,malam bulan purnama sangatlah indah
bhâdhân celleng la ta'ngoros bâkto jiyâ,badan hitam sudah tidak peduli waktu itu
patang gheḍḍhâk,saling gertak
pangaḍȃ’ kalambhi saragam sakola’anna,dahulukan seragam sekolahnya
ataretan palèng ènga',persahabatan paling ingat
orèng samangkèn kodhu ngastètè sopajâ ,orang sekarang harus waspada supaya
ḍâunna gheḍdâng,daunnya pisang
mellè mènnya' lettèk èbâḍḍhâ omplong,membeli minyak kelapa diwadahi kaleng
coma dhika sè èkangenna,hanya dirimulah yang selalu kurindu
kaulâ ampon nangès,saya sudah menangis
ghâjâ' jârèya nyelakanè,gurauan itu membahayakan
engko' ngoca'kèya ka tang kanca,aku berkata juga pada temanku
pamanna bakal ngaterragiya ba'na ka babine'se ekakarep ba'na,pamannya akan mengantarkanmu ke perempuan yang kamu inginkan
asal dhunnya mola,asal mula dunia
dhâlâ nèsè kakabbhi,sampai menyingkir semuanya
ѐ ḍâlem tokèlan kanḍhâ è attas sè èpakon tolong ѐbhu ka rahman èngghi panèka,dalam cuplikan percakapan di atas yang diminta tolong oleh ibu kepada rahman adalah
todi' aceng-ngaraceng sè ta' ghellem èpatoron dâri pajhung-jhunganna,celurit bergemerincing yang tidak mau diturunkan dari puncaknya
sabab kabbi manossa ataretan sadaging sadhara,sebab semua manusia bersaudara sedaging sedarah
nyaro' jhuko',menangkap ikan dengan memakai alat jaring kecil
kalaban saseyolan mano' gancko pon nyander,dengan siulan burung itu sudah bertengger
nyellebbi tana,melebihi tanah
babine' ganeko pas nengngale ka mad ja'i,perempuan itu lalu melihat ke mad ja'i
dhâpa'na tanang,telapak tangan
ngoca' naden sambi ngosap dâina sè ngalocor pello ta'rè-marè,kata naden sambil mengusap dahinya yang mengalir keringat tak berhenti
ghentèng kapra,genteng yang lazim
bârâ bettès,betis bengkak
tokang kèjhung,pengidung
dina lelere,ayo berikan
carètana padâ bi'ana'bine'en mai,ceritanya sama dengan anak perempuannya mai
lanas kabista,jenis nanas yang buahnya kecil
bit-abidhân tang buri' amonyè,lama-kelamaan belakangku berbunyi
sang kalambhi,bajuku
pojhur embu'en la tao jhâ' jusop rèmbi' bhungkos,untung neneknya sudah tahu bahwa jusop bayinya terbungkus
ra-kèra dâyyâ tang carèta ka emba sè ècaretaaghi rèya,kira-kira begitu ceritaku pada nenek yang diceritakan ini
akartang è pèngghir sèrèng,berjemur diri di tepi pantai
ngompolaghi pèssè kaangghuy mellè mobil,mengumpulkan uang untuk membeli mobil
arapa ma’ ango’an potè tolang ètembhȃng potè mata,kenapa kok lebih baik putih tulang dibanding putih mata
akaton tadha' oreng se neser dha' aba'na,kelihatan tidak ada orang yang kasihan pada dia
kembhâng mawar ella molaè mekkar,bunga mawar sudah mulai mekar
bȃḍȃ è ghir ḍimma,ada di sebelah mana
sampè' mabi' tello pètak,sampai menggunakan tiga kotak
manabi na’-kana’ amaèn sareng ca-kancana lumbrâna bâkto,jika anak-anak bermain bersama teman-temannya biasanya pada waktu
kakè rèya jhâ' dhi-madhâddhi pangèran,kamu ini jangan sok jadi tuhan
kolamma èpossa'è aèng,kolamnya dipenuhi air
ampon malem,sudah sore
karè tama'in sè bâdá èada'en darâ naser,tinggal tama'in yang ada di hadapan darah menetes
pasèra sè ngangghit tembhȃng artatè,siapa yang mengarang tembang artatè
ngabâs tèra' bulân è pamengkang,memandang terang bulan di halaman rumah
bâ' kobâ'ân,melambai-lambaikan tangan
"ghi’ ḍhimènna neng dhisa aèngmèra è kacamatan bâtopotè kabupatèn songennep 
sabellunna bârghâ nganot ghâma islam ojhung  èkalako  bilâ ampon nèmor kara","masih dahulunya di desa aèngmèra di kecamatan bâtopotè kabupaten sumenep
sebelumnya warga menganut agama islam ojhung dilakukan bila sudah musim kemarau panjang"
tènjhâng derrus,jenis bakau yang pohonnya besar dan rimbum
orabba ngodhana perreng ganeko gunna ekakan ekadibi'i,urap rebung bambu itu hanya dimakan sendiri
nyanḍhang sè nèpè'an,jatuh yang kecil sekali
parabân raddhin rowa dhâddhi rebbhu'ân lancèng ngoḍâ è dhisana,perawan cantik itu menjadi rebutan perjaka di desanya
terro akaela ban akecaba,ingin makan dan mencicipi
mella' matana keng la cope' auway ta' kenneng alang,terjaga matanya tapi sudah sipit menguap tidak bisa ditahan
dhurma artèèpon macan,durma artinya macan
ala-ola kaangguy keremanna oreng se ngobbar,memasak untuk kirimannya orang yang membakar
dina dhaggi' malem eaterragiya mon bula me' dika melleya tamban ban buja accem malle ta' ceya parana kowa pathena,sudah nanti malam diantarkan sama saya biar kamu beli obat dan garam biar tidak hambar kuahnya santan
kalaban mesem jembar ji monentar abisan kalaban oreng towana mad ja'i,dengan senyum lega ji monentar berbesan dengan orang tuanya mad ja'i
satèya arè apa,sekarang hari apa
rèng sè nyanḍhang lèbur,orang yang jatuh suka
kancana bâkto jiyâ angapèl neng tengnga sabâ,temannya waktu itu mengapel di tengah sawah
ca’-oca’ ḍâlem panèka bâḍâ sè èsambhât oca’ asal sareng bâḍâ jhughân sè èsambhât oca’ obâ’ân,kata-kata dalam bahasa madura ada yang disebut oca’ asal dan ada juga yang disebut oca’ obâ’ân
oḍi’ ḍȃlem sèttong kennengngan èngghi panèka bhumè,hidup dalam satu tempat yaitu bumi
cita-cita panèka bujut ḍâri pangaterrona sampèyan,cita-cita itu wujud dari keinginanmu
ajam ngontap agalebber ngagarudhu#,ayam menyembul mengibas menderu
"manabi bulân bâḍâ neng nga’-tengnga’an anta-rana mata’arè sareng 
bhumè bulân ngandengngè sonarrra mata’arè ka bhumè neng kennengngan sè ka’andengngan ghâpanèa lajhu ta’ narèma sonarra mata’arè è kennengan ghâpanèka petteng lajhu ènyamaè mata’arè ghrâ’â","apabila bulan ada di tengah-tengah antara matahari dan
bumi bulan menutupi sinarnya matahari ke bumi di tempat yang tertutupi itu lalu tidak menerima sinarnya matahari di tempat itu gelap lalu dinamai matahari gerhana"
tellorra bârâkay,telur biawak
sakabbhina kèjhung èn-maènan arèya bȃḍȃ maksoddhȃ bȃḍȃ tojjhuwȃn bȃn bȃḍȃ pesan èyantarana lèbȃt kèjhung èn-maènan na’-kana’ sakanca’an kodhu salèng ngarghȃi salèng maghi salèng ghutong rojhung ,setiap kidung permainan itu memiliki maksud memiliki tujuan dan ada pesan di dalamnya melalui kidung permainan anak-anak yang berteman harus saling menghargai saling memberi saling gotong royong
korong kaangghuy mon malem,kandang digunakan kalau malam
karajhȃ’ȃnna rato koniskha i bȃḍȃ è ḍimma,kerajaan raja koniskha i ada di mana
asarengngen oca',bertengkar kata-kata
mon la bâdâ è roma dimma toman asokkor ka kakanan sè èsadiyaaghi neng roma,kalau sudah ada di rumah di mana pernah bersyukur pada makanan yang disediakan di rumah
tokang cèt,tukang cat
caretana kancana,ceritanya temannya
ya alla mandbârâ tada' coba apa ka tang lakè,ya allah semoga tidak ada cobaan apa-apa ke suamiku
paddhâ anḍhegghân èngghi panèka kompolanna paddhâ sè ampon tanto ḍâlem tembhâng macapat,paddhâ anḍhegghân yaitu kumpulan baris yang sudah tentu dalam tembang macapat
ollè wârisân,mendapat warisan
dâun nanggher marè èdu'um kabbhi,daun nanggher selesai dibagi semua
salèn mèrèng kèyasan,selain bermain kelereng
ya enco'oco ma',ya aku cium bu
sapa’an sè ghutong rojhung abhersèyan bengko,siapa saja yang gotong royong membersihkan rumah
bhing ana’ bâdâ kèya sè èrabâs,duhai anak ada juga yang ditebas
sapa tao bisa namba amella almarbum,siapa tahu bisa menambah pahala almarhum
dhinèng korong nomer tello’ kènè’,sedangkan kurungan nomor tiga kecil
sanonto pera' katon jang-bajangan ajer-kej jerran,sekarang hanya terlihat bayangan yang bergetar
jerring aseyol nangale kalowang ban bubburu nengteng geddhang ban pao dhari pamengkang budhi,belalang bersiul melihat kalong dan kelelawar membawa pisang dan mangga dari pekarangan belakang
lè’èr tontonan artèna lè’èr sè lèbur èpandheng otabâ èyoladhi amarghâ lanjhâng tor bâḍâ leggetta,leher tontonan artinya leher yang menarik dipandang atau dilihat karena panjang dan ada lekukannya
aneko ekambuli'i ,ini dikembalikan lagi
cocco'na kerrong dha' atena se pon elang se pon ta' etemmo kabarra,paruhnhya rindi ke hatinya yang sudah hilang yang sudah tidak ditemukan kabarnya
sakabbhina mahlok rowa dhujân arosak sèngko’ manossa lakona ghun mogher ka’-bhungka’an bân,semua makhluk itu suka merusakku perbuatan manusia hanya menebang pepohonan dan
apa ba'na bisa acaca,apa kamu bisa bicara
èssèna laghu èn-maènan kapprana aèssè bâburughân becce’,isinya lagu permainan biasanya berisi ajaran baik
tolèsan rèya ètolès bi' dragula èbâkto marè amatè'è orèng towa,tulisan ini ditulis oleh dragula di waktu selesai membunuh orang tua
na’-kana’ kènè’ sè èkopa’è nalèka alaghuwâghi laghu èn-maènan pa’-opa’ ѐling panèka,anak kecil yang ditepuk tangani ketika menyanyikan lagu permainan pa’-opa’ èling itu
subaidah amaèn slodoran,subaidah bermain selodor
suroso ta' temmo patèna,suroso tidak ditemukan matinya
langngè’ bȃrna mèra mongghing tèmor,langit berwarna merah mengarah ke timur
sampè' kèyamat,sampai kiamat
poko'la bânnya' neng tanèyan,pokoknya banyak di halaman
ya'rapa lè'ngala'aghi nya'eggas,bagaimana dik ambilkan racun rumput
terro manossa bân mahlok,ingin manusia dan makhluk
tombhâk cenḍhegghân,jenis tombak pendek
anḍi' pèssè,mempunyai uang
suroso èajhâk akabin bi' maya,suroso diajak menikah oleh maya
tello’ parkara sè mostè èjâgâ èngghi panèka jhilâ adhât sareng tatèngkan,tiga perkara yang mesti dijaga yaitu lidah adat dan tingkah laku
ḍâunna ghâgghâr akalarkaran,daunnya jatuh berserakan kemana-mana
tape gunna elop ban bungkana gi' badha badhegga,tapi hanya layu dan pohonnya masih ada bekasnya
bapa’ mellè sapo tanang,bapak membeli sapu tangan
nalèka salèrana songkan ta’ anḍi’ ora’ dewi arimbi rabu,ketika dirinya sakit tidak punya tenaga dewi arimbi datang
arjhâng ongghu,sungguh kehausan
arbhes ka man-kamman,debu berterbangan kemana-mana
ma'le ngancae nase'se bakal maperna tabu'se mosse',biar menemani nasi yang akan membuat perut yang kesal nyaman
kadhâng èpokol bi' tanang biyasa tapè tanangnga rèng majâng sè bâdâ neng bâgiyân najhâ' tèma bâkto majâng sè soro nokol,kadang dipukul dengan tangan biasa tapi tangannya orang nelayan yang ada di bagian menarik timah waktu melaut yang disuruh memukul
tana naghârâ,tanah negara
bâkto rèmbi' bhâjhi'en jusop abhungkos,waktu bayi bayinya jusop terbungkus
polana bhân malem bâdâ sè ngellonè,karena tiap malam ada yang meniduri
anangghâlâ sabâ,membajak sawah
somor kompa,sumur pompa
e gadhiya alako satengnga are pera',di sana bekerja setengah hari saja
ramana fieda alalakon,ayahnya fieda bekerja
samninggu abidda ekamanto cong nangka ajalane odhi' abareng saripa se la daddi binena,seminggu lamanya menjadi menantu cong nangka menjalani hidup bersama saripa yang telah menjadi istrinya
mak kaula terro ka jerruk,bu saya ingin jeruk
èntar ghun karo ma tadâ' napso,pergi hanya nanti untuk menuntaskan nafsu
rèn-yarè alana orèng laèn,mecari-cari kesalahan orang lain
duli ka dara',cepat ke darat
jhung jhâuân,yang paling terjauh
teks èngghi panèka ,teks yaitu
kalḍu ajâm,kaldu daging ayam
lopot sè nèmba' ebbhu',luput menembak tupai
è bâkto 17 agustusân,di waktu 17 agustusan
sop jhâghung,sup jagung
mad ja'i nyaba' tonju'na e attasanna elongnga,mad ja'i menaruh telunjuknya di atas hidungnya
saellana jârèya ,setelah itu
mèla bârâmma kalamon dhibi’en arèya èbèrri’ alas kalabân sèngko’ brontosèno,maka bagaimana kalau dirinya itu diberi hutan olehku brontoseno
ḍâri kantor,dari kantor
