no,Madura,indonesia,hal,buku kelas
1483.0,Sampè' èntar ka pasar pagghun ètoro'è.,Sampai pergi ke pasar tetap diikuti.,76,Novel Èsarepo Bèncong
1484.0,"Nya Muna mellè kembhâng, mellè kembhâng kèya.","Nya Muna membeli kembang, membeli kembang juga.",76,Novel Èsarepo Bèncong
1485.0,La mon rèng satèya rèya kabbhi bâdâ sè ètèndhâ'â.,Lah kalau orang sekarang ini semua ada yang ditirunya.,76,Novel Èsarepo Bèncong
1486.0,"Seddheng abit è pasar, pas Nya Muna ngatalè jhâ' bâdâ sè nyendemmè.","Cukup lama di pasar, lalu Nya Muna menyadari bahwa ada yang membuntuti.",76,Novel Èsarepo Bèncong
1487.0,Langsong Nya Muna maèn akal.,Langsung Nya Muna bermain akal.,76,Novel Èsarepo Bèncong
1488.0,Nya Muna nyabâ' pèssè ka amal Masjid satos èbu.,Nya Muna menaruh uang ke amal Masjid seratus ribu.,76,Novel Èsarepo Bèncong
1489.0,Marè nyabâ' amal Nya Muna langsong lèk-ngèlèghi rèng kaduwwâ.,Selesai menaruh amal Nya Muna langsung melirik kedua orang itu.,76,Novel Èsarepo Bèncong
1490.0,Nya Sri bi' Nya Bu'a.,Nya Sri dan Nya Bu'a.,76,Novel Èsarepo Bèncong
1491.0,Rèng kaduwwâ noro'nyabâ' pèssè satos èbu kèya.,Kedua orang itu ikut menaruh uang seratus ribu juga.,76,Novel Èsarepo Bèncong
1492.0,Marè nyabâ' pèssè dâyyâ rèng kaduwwâ pas ajhelling ka adâ'.,Selesai menaruh uang itu kedua orang itu lalu melihat ke depan.,76,Novel Èsarepo Bèncong
1493.0,Nya Muna temmo maèlang.,Nya Muna tiba-tiba menghilang.,76,Novel Èsarepo Bèncong
1494.0,Rèng kaduwwâ jiyâ ghimeng.,Kedua orang itu pusing.,76,Novel Èsarepo Bèncong
1495.0,Sènga' rèng kaèlangan ajâm.,Seperti orang kehilangan ayam.,76,Novel Èsarepo Bèncong
1496.0,Èsarè ka dâlem pasar pagghun ta' ètemmo.,Dicari ke dalam pasar tetap tidak ditemukan.,76,Novel Èsarepo Bèncong
1497.0,Dhing la abit rèng kaduwwâ dissa ajhelling Nya Muna la ongghâ ka tas bèca'.,Ternyata sudah lama kedua orang itu di sana melihat Nya Muna sudah naik ke atas becak.,77,Novel Èsarepo Bèncong
1498.0,Ètoro'è buntè' polè.,Diikuti dari belakang lagi.,77,Novel Èsarepo Bèncong
1499.0,Nya Muna ambu neng lân-jhâlân ka romana.,Nya Muna berhenti di jalanan ke rumahnya.,77,Novel Èsarepo Bèncong
1500.0,Rèng kaduwwâ noro' ambu kèya.,Kedua orang itu ikut berhenti juga.,77,Novel Èsarepo Bèncong
1501.0,Langsong Nya Muna anyapa ka rèng sè kaduwwâ.,Langsung Nya Muna menyapa pada kedua orang itu.,77,Novel Èsarepo Bèncong
1502.0,Bâdâ apa ma' noro' buntè' engko' kabbhi?,Ada apa kok mengikuti dari belakang aku terus?,77,Novel Èsarepo Bèncong
1503.0,"Rèng kaduwwâ tacengnga', ta'sadar jhâ' panyèndhemmanna ètemmo bi' Nya Muna.","Kedua orang itu terkejut, tidak sadar bahwa perbuatannya membuntuti ditemukan oleh Nya Muna.",77,Novel Èsarepo Bèncong
1504.0,E engko' mèllè ano ka pasar.,Ee aku membeli anu ke pasar.,77,Novel Èsarepo Bèncong
1505.0,Nya Bu'a anyambhit.,Nya Bu'a menyahut.,77,Novel Èsarepo Bèncong
1506.0, Ella langsong rapa ngoca' der-bhender apa tojjhu'enna engko'bi' kakè.,Sudahlah langsung saja berkata benar-benar apa tujuannya aku dengan kamu.,77,Novel Èsarepo Bèncong
1507.0,Akoto' Nya Sri dâri budi.,Bisik Nya Sri dari belakang.,77,Novel Èsarepo Bèncong
1508.0," Engko' todus Sri, kakè rapa bhâi sèngoca'!","Aku malu Sri, kamu saja yang berkata!",77,Novel Èsarepo Bèncong
1509.0,Nya Bu'a nyorot.,Nya Bu'a mundur.,77,Novel Èsarepo Bèncong
1510.0,Pasra ka Nya Sri.,Pasrah pada Nya Sri.,77,Novel Èsarepo Bèncong
1511.0, Dâyyâ rèya Na.,Begini ini Na.,77,Novel Èsarepo Bèncong
1512.0,Paraona kakè kan ollèyan.,Perahunya kamu kan dapatan.,77,Novel Èsarepo Bèncong
1513.0,Makè lap-kèlap pagghun ollèyan.,Meskipun kilat-kilat tetap dapatan.,77,Novel Èsarepo Bèncong
1514.0,Asarat ka sapa kakè Na?,Bersyarat pada siapa kamu Na?,77,Novel Èsarepo Bèncong
1515.0,Ya' tang parao ta'ghellem nyapo' sakalè.,Ya perahuku tidak mau menyauk sekali pun.,77,Novel Èsarepo Bèncong
1516.0,Bân polè engko' ya' rajâ otang ra-gara pèssèna solar ta' andi'.,Dan lagi aku ya besar utang gara-gara uang solar tidak punya.,77,Novel Èsarepo Bèncong
1517.0,Bâlânjâ rèsaarèna kèya mènjhâm ka orèng.,Belanja kesehariannya juga meminjam pada orang.,77,Novel Èsarepo Bèncong
1518.0,Pola kakè bisa abhânto engko' Na!,Mungkin kamu bisa membantuku Na!,77,Novel Èsarepo Bèncong
1519.0,"Nya Sri ngoca'mamellas, sampè' aèng matana ghâgghâr ta'ètemmo.","Nya Sri berkata memelas, sampai air matanya jatuh tidak disadari.",77,Novel Èsarepo Bèncong
1520.0,masalana ghun jiyâ.,masalahnya hanya itu.,77,Novel Èsarepo Bèncong
1521.0,Masa' kakè ta' partajâ ka Pangèran jhâ' rèjhekkè rèya èyator kabbhi.,Masa' kamu tidak percaya pada Tuhan bahwa rezeki ini diatur semua.,77,Novel Èsarepo Bèncong
1522.0,Engko'padâ ta'tao kèya yâ.,Aku sama tidak tahu juga ya.,77,Novel Èsarepo Bèncong
1523.0,Koca'en rèng lambâ'en mon majâng terro ollèyanna rèya kodhu dântos kèlap macentar è tengnga tasè'.,Kata orang dulunya kalau melaut ingin dapatannya ini harus menunggu kilat menyambar di tengah laut.,77,Novel Èsarepo Bèncong
1524.0,"Tapè sènga'pangastètè, polana apessa abâ' ta' ètemmo.","Tapi ingat hati-hati, karena berpisah badan tidak ditemukan.",78,Novel Èsarepo Bèncong
1525.0,La ghân jiyâ tang parao rèya èpamajâng.,Ya hanya itu perahuku ini dilautkan.,78,Novel Èsarepo Bèncong
1526.0,Yâ alhamdolilla ollè terros.,Ya alhamdulillah dapat terus.,78,Novel Èsarepo Bèncong
1527.0,Yâ apa can kakè jiyâ Sri.,Ya apa kata kamu itu Sri.,78,Novel Èsarepo Bèncong
1528.0,"Kakè noro' tang oca' iyâ, ta' noro' yâ ta' rapa.","Kamu ikut ucapanku iya, tidak ikut ya tidak apa-apa.",78,Novel Èsarepo Bèncong
1529.0,Kor engko'la marè merri'bâlâ.,Cuma aku sudah selesai memberi tahu.,78,Novel Èsarepo Bèncong
1530.0,Rèng kaduwwâ langsong molè.,Kedua orang itu langsung pulang.,78,Novel Èsarepo Bèncong
1531.0,Akong-langkong ka Nya Muna.,Permisi pada Nya Muna.,78,Novel Èsarepo Bèncong
1532.0,Pettengan korang tello arè.,Musim ikan kurang tiga hari.,78,Novel Èsarepo Bèncong
1533.0,Nya Sri ngamalâ ka jârâghânna.,Nya Sri berpesan pada juragannya.,78,Novel Èsarepo Bèncong
1534.0,Sènga'mon amajánga jbelling ghallu ka tengnga tasè' yá.,Ingat kalau melaut lihat dulu ke tengah laut ya.,78,Novel Èsarepo Bèncong
1535.0,"Mon bádâ kèlap macentar è lao', nyoro ka jbarmudhina soro dbuli mangkat.","Kalau ada kilat menyambar di selatan, suruh juru mudinya suruh cepat berangkat.",78,Novel Èsarepo Bèncong
1536.0,Sènga'jbá' mokpak polana ojbân.,Ingat jangan ragu-ragu karena hujan.,78,Novel Èsarepo Bèncong
1537.0,Sènga' pa toro' oca'ka engko'.,Ingat ya ikuti ucapanku.,78,Novel Èsarepo Bèncong
1538.0,"Jârâghânna ngejjhit, polana ta' biyasana Nya Sri nyoro dâyyâ.","Juragannya terkejut, karena tidak biasanya Nya Sri menyuruh begitu.",78,Novel Èsarepo Bèncong
1539.0,Ma'bburuna Nya Sri nyoro dayya.,Kok sekarang Nya Sri menyuruh begitu.,78,Novel Èsarepo Bèncong
1540.0,Nya Sri nyarè otangan ka angghuy mellè solar.,Nya Sri mencari utangan untuk membeli solar.,78,Novel Èsarepo Bèncong
1541.0,Ajhânjhi ka orèng jhâ' serrana èserra'enna marèna dâteng lako.,Berjanji pada orang bahwa bayarannya dibayarkannya setelahnya datang kerja.,78,Novel Èsarepo Bèncong
1542.0,"Nya Sri otang ka tatangghâ, aotang èyaraaghi ondem sè para' pettengnga.","Nya Sri utang pada tetangga, berutang diatur mendung yang mendekati gelapnya.",78,Novel Èsarepo Bèncong
1543.0,Pandhighâna yap-sèyap mellè ngo-sango kabbhi.,Nelayannya siap-siap membeli bekal semua.,78,Novel Èsarepo Bèncong
1544.0,Jârâghânna amerri' tao ka pandhighâna.,Juragannya memberi tahu pada nelayannya.,78,Novel Èsarepo Bèncong
1545.0," Sènga' kana', jhâ'kaloppaè nyambhi sapo'.","Ingat anak-anak, jangan lupa membawa selimut.",78,Novel Èsarepo Bèncong
1546.0,Polana majâng satèya rèya nerrak ojhân bi' kelappa.,Karena melaut sekarang ini menerjang hujan dan kilatnya.,78,Novel Èsarepo Bèncong
1547.0,Sènga' pangastètè kana'!,Ingat hati-hati anak-anak!,78,Novel Èsarepo Bèncong
1548.0,Arè sè para' pettengnga dhâddhi petteng.,Hari yang mendekati gelap menjadi gelap.,78,Novel Èsarepo Bèncong
1549.0,Ondem maghâgghâr aèng mata soccèna.,Mendung menjatuhkan air mata sucinya.,78,Novel Èsarepo Bèncong
1550.0,Kèlap anyapa dâri bârâ' lao'.,Kilat menyapa dari barat daya.,78,Novel Èsarepo Bèncong
1551.0,Kèlap anyapa kèya dâri mor lao'.,Kilat menyapa juga dari arah selatan.,78,Novel Èsarepo Bèncong
1552.0,Parao sè anyama Makondo andi'en Nya Sri ghimeng.,Perahu yang bernama Makondo miliknya Nya Sri pusing.,78,Novel Èsarepo Bèncong
1553.0,Èntara ka sèkemma.,Pergi ke mana.,79,Novel Èsarepo Bèncong
1554.0,"O iya, Bintang Lècèn pettengan dâ-da'en èntar ka mor lao'.","O iya, Bintang Licin musim ikan dadakannya pergi ke arah selatan.",79,Novel Èsarepo Bèncong
1555.0,Neng pèkkèran Jârâghânna.,Di pikiran Juragannya.,79,Novel Èsarepo Bèncong
1556.0," Ka mor lao' kana' dhuliyân mangkat majul""","Ke arah selatan anak-anak, cepat berangkat maju!",79,Novel Èsarepo Bèncong
1557.0,Mangkat dâpa' ka tengnga tasè' ondem sajân petteng.,Berangkat tiba di tengah laut mendung semakin gelap.,79,Novel Èsarepo Bèncong
1558.0,Kèlap salang macentar è attas tasè' mor lao'.,Kilat saling menyambar di atas laut arah selatan.,79,Novel Èsarepo Bèncong
1559.0,Makondo ngocol messèn tèmessa.,Makondo melepas mesin cadangannya.,79,Novel Èsarepo Bèncong
1560.0,Eggas èyocol kabbhi.,Gas dilepas semua.,79,Novel Èsarepo Bèncong
1561.0,Ombâ' jâ-rajâ mok-mangamok.,Ombak besar-besar mengamuk.,79,Novel Èsarepo Bèncong
1562.0,Dâpa' ka kennengan jârâghânna mapak jhuko' ngaracak bâng-ngarambâng.,Tiba di tempatnya juragannya memergoki ikan berserakan bertebaran.,79,Novel Èsarepo Bèncong
1563.0,Kana'ya' jhuko'en bannya'satèya.,"Anak-anak, ikannya banyak sekarang.",79,Novel Èsarepo Bèncong
1564.0,Masa' pas ta' kennènga!,Masa' lalu tidak kena!,79,Novel Èsarepo Bèncong
1565.0,Pajâng èyocol kabbhi.,Pukat diturunkan semua.,79,Novel Èsarepo Bèncong
1566.0,Kèlap pagghun salang macentar.,Kilat tetap saling menyambar.,79,Novel Èsarepo Bèncong
1567.0,Pandhighâ ta' amokpak kelap.,Nelayan tidak ragu-ragu pada kilat.,79,Novel Èsarepo Bèncong
1568.0,Jhellingaghi jhuko' ngaracak kabbhi padâ senneng.,Melihat ikan berserakan semua sama-sama senang.,79,Novel Èsarepo Bèncong
1569.0,Neng matana katèla jhâ' pandhighâ senneng kabbhi.,Di matanya terlihat bahwa nelayan senang semua.,79,Novel Èsarepo Bèncong
1570.0,Marè kalèng-lèngè dâyyâ.,Selesai melingkari itu.,79,Novel Èsarepo Bèncong
1571.0,Pajâng pas ètajhâ' rengbhâreng.,Pukat lalu ditarik bersama-sama.,79,Novel Èsarepo Bèncong
1572.0,Parao la mèrèng sara polana jhuko' bânnya' sè èkenneng.,Perahu sudah miring parah karena ikan banyak yang kena.,79,Novel Èsarepo Bèncong
1573.0,Jhuko' marè èpaongghâ kabbhi.,Ikan selesai dinaikkan semua.,79,Novel Èsarepo Bèncong
1574.0,Jârâghân bi' pandhighâ sè laèn apèrak kabbhi.,Juragan dan nelayan yang lain senang semua.,79,Novel Èsarepo Bèncong
1575.0,Ollèna kabbhi empa' pètak.,Dapatnya semua empat petak.,79,Novel Èsarepo Bèncong
1576.0,Ollèna ta' kala bânnya' ka ollèna Bintang Lècèn.,Dapatnya tidak kalah banyak dari dapatnya Bintang Licin.,79,Novel Èsarepo Bèncong
1577.0,Pandhighâ pagghun apèrak bhunga.,Nelayan tetap senang bahagia.,79,Novel Èsarepo Bèncong
1578.0,Saronènan kana'!,Serunai anak-anak!,79,Novel Èsarepo Bèncong
1579.0,Saronènan èyocol bi'pandhighâ sè bâdâ è attas.,Serunai dilepas oleh nelayan yang ada di atas.,79,Novel Èsarepo Bèncong
1580.0,Kelap noro' bbunga kèya ya' kana!,Kilat ikut bahagia juga ya anak-anak!,79,Novel Èsarepo Bèncong
1581.0,Ngoca' jârâghânna sambhi ari tariyan bi'salaènna.,Ucap juragannya sambil menari-nari dengan selainnya.,79,Novel Èsarepo Bèncong
1582.0,Monyèna kèlap laènan.,Bunyi kilatnya lain.,80,Novel Èsarepo Bèncong
1583.0,Ta' taona kèlap merrèka paraona.,Tidak tahunya kilat menyambar perahunya.,80,Novel Èsarepo Bèncong
1584.0,Pandhighâ ghimeng kabbhi.,Nelayan pusing semua.,80,Novel Èsarepo Bèncong
1585.0,Sè nyama jhuko' talabuyân.,Yang namanya ikan berhamburan.,80,Novel Èsarepo Bèncong
1586.0,Pajâng ghâgghâr kabbhi.,Pukat jatuh semua.,80,Novel Èsarepo Bèncong
1587.0,Pandhighâ la ta' mempan makè la ngangghuy tongkalan.,Nelayan sudah tidak mempan meskipun sudah memakai pelampung.,80,Novel Èsarepo Bèncong
1588.0,Bâdâ sè sokona takaè' ka pajâng.,Ada yang kakinya tersangkut pada pukat.,80,Novel Èsarepo Bèncong
1589.0,Bâdâ polè sè ècapo'kèlap langsong.,Ada lagi yang dihinggapi kilat langsung.,80,Novel Èsarepo Bèncong
1590.0,La Makondo ta' ro-karowan.,Lah Makondo tidak karuan.,80,Novel Èsarepo Bèncong
1591.0,Paraona èkakan ombâ'rajâ.,Perahunya dimakan ombak besar.,80,Novel Èsarepo Bèncong
1592.0,"Pandhighâna kabbhi takaè' ka pajâng, ta' kennèng tolongè.","Nelayannya semua tersangkut pada pukat, tidak bisa ditolong.",80,Novel Èsarepo Bèncong
1593.0,"Bâkto jiyâ tadâ' parao sè lebât sakalè, dhâddhi kaèlanganna Makondo ta'ètemmo.","Waktu itu tidak ada perahu yang lewat sekali pun, jadi hilangnya Makondo tidak ditemukan.",80,Novel Èsarepo Bèncong
1594.0, Bellu' Lècèn Tadâ' sè bisa nandingè kasaktèyanna Rasat.,Belut Licin. Tidak ada yang bisa menandingi kesaktiannya Rasat.,81,Novel Èsarepo Bèncong
1595.0,"Rasat tamaso' orèng sè ngowasaè bânnya' èlmo, cem-macem èlmona bâdâ Ganoragan, bâdâ èlmo sè perna èyangghuy Lembu Petteng, bâdâ èlmo sè perna èyangghuy Jokotolè bâkto aperrang bi' Dempo Awang, bi' èlmo sè perna èyangghuy Radèn Segara bâkto alabân olar kembhâr neng Nong Gegger.","Rasat termasuk orang yang menguasai banyak ilmu, bermacam-macam ilmunya ada Kanuragan, ada ilmu yang pernah dipakai Lembu Peteng, ada ilmu yang pernah dipakai Jokotole waktu berperang dengan Dempo Awang, dan ilmu yang pernah dipakai Raden Segara waktu melawan ular kembar di Gunung Geger.",81,Novel Èsarepo Bèncong
1596.0,Bâdâ polè èlmo sè èyamalaghi lebbi dâri lèma taon.,Ada lagi ilmu yang diamalkan lebih dari lima tahun.,81,Novel Èsarepo Bèncong
1597.0,Molaè dâri èSDè kellas ennem sampè' satèya.,Mulai dari di SD kelas enam sampai sekarang.,81,Novel Èsarepo Bèncong
1598.0,Èlmona rèya la cè' langkana.,Ilmunya ini sudah sangat langka.,81,Novel Èsarepo Bèncong
1599.0,Nyama èlmona Bellu' Lècèn.,Nama ilmunya Belut Licin.,81,Novel Èsarepo Bèncong
1600.0,Mon bânnèkatoronanna ta' kèra bisa ceppet angowasaè.,Kalau bukan keturunannya tidak akan bisa cepat menguasai.,81,Novel Èsarepo Bèncong
1601.0,"Contona Rasat,sèterro ollèya èlmo jiyâ, Rasat angamalaghi bhân marèna abhâjâng lèma bâkto.","Contohnya Rasat, yang ingin mendapatkan ilmu itu, Rasat mengamalkan tiap selesai salat lima waktu.",81,Novel Èsarepo Bèncong
1602.0,Sampè' ngabi' bâkto lèma taonsè bisa samporna'a.,Sampai menghabiskan waktu lima tahun yang bisa sempurnanya.,81,Novel Èsarepo Bèncong
1603.0,Biyasana orèng sè andi' èlmo sènga' jiyâ ta' kèra lamanyala kaadâ' ka rèng laèn.,Biasanya orang yang punya ilmu seperti ini tidak akan lama pamer ke hadapan orang lain.,82,Novel Èsarepo Bèncong
1604.0,Èlmo apa'a bhâi ta' ollè èyangghuy sala otabâ èpataoaghi ka orèng.,Ilmu apa pun tidak boleh dipakai salah atau diperlihatkan pada orang.,82,Novel Èsarepo Bèncong
1605.0,Laèn bi' Rasat.,Lain dengan Rasat.,82,Novel Èsarepo Bèncong
1606.0,Rasat èkennal rèng sè bhâlengnger neng dhisana.,Rasat dikenal orang yang nakal di desanya.,82,Novel Èsarepo Bèncong
1607.0,Tapè bhâlengngerra ta'toman abhâlengnger ka rèng lakè'.,Tapi nakalnya tidak pernah nakal pada orang lelaki.,82,Novel Èsarepo Bèncong
1608.0,bhâlenggerra ghun ka rèng binè'.,nakalnya hanya pada orang perempuan.,82,Novel Èsarepo Bèncong
1609.0,Bânnya' rèng binè' sèkennal ka Rasat.,Banyak orang perempuan yang kenal pada Rasat.,82,Novel Èsarepo Bèncong
1610.0,Sapa sè ta' kennala ka Rasat.,Siapa yang tidak kenal pada Rasat.,82,Novel Èsarepo Bèncong
1611.0,Bájing parabán Jarangkong jil Ngoca' Muna dalem atèna bâkto ajhelling Rasat neng èyadâ'en romana.,Preman perawan Jarangkong ini! Ucap Muna dalam hatinya waktu melihat Rasat di hadapan rumahnya.,82,Novel Èsarepo Bèncong
1612.0,Arapa Muna ma' báji' ngabásaghi engko'ya?,Kenapa Muna kok benci melihatku ya?,82,Novel Èsarepo Bèncong
1613.0,Ngoca' Rasat dâlem atèna.,Ucap Rasat dalam hatinya.,82,Novel Èsarepo Bèncong
1614.0,Muna lakar sengaja ta' ngamalâ ka rèngorèng neng dhisana.,Muna memang sengaja tidak berpesan pada orang-orang di desanya.,82,Novel Èsarepo Bèncong
1615.0,Tarutama ka nè'-binè' sè parabân.,Terutama pada gadis-gadis yang perawan.,82,Novel Èsarepo Bèncong
1616.0,"Muna arassa ta' pantes ngamalâ ka rèng laèn, polana abâ'en dhibi' la ta'parabân.","Muna merasa tidak pantas berpesan pada orang lain, karena badannya sendiri sudah tidak perawan.",82,Novel Èsarepo Bèncong
1617.0,Muna sè nyatana nèser mon bâdâ nè'-binè' sèèkennèng paser bi' Rasat.,Muna yang nyatanya kasihan kalau ada gadis-gadis yang kena pelet oleh Rasat.,82,Novel Èsarepo Bèncong
1618.0,Tapè Muna pagghun ta' bisa ngalakonè rèya.,Tapi Muna tetap tidak bisa melakukan ini.,82,Novel Èsarepo Bèncong
1619.0,Muna ghun dhâddhi sè ajhelling kalakowanna Rasat sètadâ' bânnya'en rèng binè'.,Muna hanya menjadi yang melihat kelakuan Rasat yang korbannya banyak perempuan.,82,Novel Èsarepo Bèncong
1620.0,Tarutama rèng binè' sè ghi'parabân.,Terutama perempuan yang masih perawan.,82,Novel Èsarepo Bèncong
1621.0,"Perna dâyyâ Muna ajhelling Rasat ngèbâ rèng binè' parabân,ana'en Pan Durasman ka romana Embana.","Pernah begitu Muna melihat Rasat membawa perempuan perawan, anaknya Pan Durasman ke rumah Neneknya.",82,Novel Èsarepo Bèncong
1622.0,"Ghun abhândhâpangabhârân,rèng binè' jiyâ bisa èkennèng paser cèntana Rasat.","Hanya berbekal rayuan, perempuan itu bisa kena pelet cintanya Rasat.",82,Novel Èsarepo Bèncong
1623.0,"Dâdâ'en rèng binè' jiyâ ècacaè, dhingla Rasat acaca sem-ressem pas rèng binè'en asem-mèsem, yâ jiyâ tandhâna ngalakonè apa'a bhâi Rasat pagghun èberr' bi' sè binè'.","Dada perempuan itu diajak bicara, ternyata Rasat berbicara mesem-mesem lalu perempuannya tersenyum-senyum, ya itu tandanya melakukan apa pun Rasat tetap diberi oleh si perempuan.",82,Novel Èsarepo Bèncong
1624.0,Rasat lakar la ta' tao adhât.,Rasat memang sudah tidak tahu adat.,82,Novel Èsarepo Bèncong
1625.0,Maskè bâdâ Embana neng è roma jiyâ pagghun dhâddhi.,Meskipun ada Neneknya di rumah itu tetap jadi.,82,Novel Èsarepo Bèncong
1626.0,Pojhur Embana buta kabbhi.,Untung Neneknya buta semua.,83,Novel Èsarepo Bèncong
1627.0,Coba' ra ta'buta.,Coba ya tidak buta.,83,Novel Èsarepo Bèncong
1628.0,Makè arè' la èkasandângaghi.,Meskipun celurit sudah disandangkan.,83,Novel Èsarepo Bèncong
1629.0,Bânnè ghun parabân.,Bukan hanya perawan.,83,Novel Èsarepo Bèncong
1630.0,Kadhâng Rasat nyambi rèng binè' sè Da-jânda ka romana Embana.,Kadang Rasat membawa perempuan yang janda-janda ke rumah Neneknya.,83,Novel Èsarepo Bèncong
1631.0,Tapè Muna ta' tao mon masala rèya.,Tapi Muna tidak tahu kalau masalah ini.,83,Novel Èsarepo Bèncong
1632.0,Sè ta' bisa ètarèma parasaan rèya bâkto Rasat angalakonè ka Embana dhibi'.,Yang tidak bisa diterima perasaan ini waktu Rasat melakukannya pada Neneknya sendiri.,83,Novel Èsarepo Bèncong
1633.0,Embana nyangka jhâ' sè ngano rèya salakè'en.,Neneknya menyangka bahwa yang begitu itu suaminya.,83,Novel Èsarepo Bèncong
1634.0,Ta' taona kompoya dhibi'en.,Tidak tahunya cucunya sendiri.,83,Novel Èsarepo Bèncong
1635.0,Karè Embana apèrak polana mano'en salakè'en ta' lemmes sènga'ri'-bâri'en.,Tinggal Neneknya senang karena kemaluan suaminya tidak lemas seperti hari-hari sebelumnya.,83,Novel Èsarepo Bèncong
1636.0,Kabbhi sè èlakonè Rasat rèya ta' laèn bânnè polana anajhemaghi èlmona.,Semua yang dilakukan Rasat ini tidak lain bukan karena menajamkan ilmunya.,83,Novel Èsarepo Bèncong
1637.0,Rasat ngalakonè jiyâ ghun neppa'è napsona sè cè' rajâna bi' sè ta' kennèng pellang sèalakowa ka rèng binè'.,Rasat melakukan itu hanya menuntaskan nafsunya yang sangat besar dan yang tidak bisa dilerai untuk dilakukan pada perempuan.,83,Novel Èsarepo Bèncong
1638.0,Rè sa-arèna Rasat alako dhâddhi tokang lolo neng maroma.,Di kesehariannya Rasat bekerja menjadi tukang luluh di perumahan.,83,Novel Èsarepo Bèncong
1639.0,Kalakowanna ta' tanto.,Pekerjaannya tidak tentu.,83,Novel Èsarepo Bèncong
1640.0,Rasat ghun èajhâk Anomma.,Rasat hanya diajak Pamannya.,83,Novel Èsarepo Bèncong
1641.0,Mon tadâ' ngajhâk yâ Rasat ta' alako.,Kalau tidak ada yang mengajak ya Rasat tidak bekerja.,83,Novel Èsarepo Bèncong
1642.0,Omor sè ta' cokop ghâbây abinè èguna'aghi neng-sennengngan bi' Rasat.,Umur yang tidak cukup untuk beristri digunakan bersenang-senang oleh Rasat.,83,Novel Èsarepo Bèncong
1643.0,Amaèn rèng binè' dhâddhi sala sèttong sè palèng èkasennengngè.,Bermain perempuan menjadi salah satu yang paling disenangi.,83,Novel Èsarepo Bèncong
1644.0,Sampè' Da-jânda sè bâdâ neng dhisana ta'kennèng pellang sè mènta Rasat ngajhâk polè.,Sampai janda-janda yang ada di desanya tidak bisa dilerai meminta Rasat mengajak lagi.,83,Novel Èsarepo Bèncong
1645.0,"Asango pangabhârân maskè mowana jhubâ', akolè'celleng.","Berbekal rayuan meskipun mukanya jelek, berkulit hitam.",83,Novel Èsarepo Bèncong
1646.0,Rèng binè' sè la andi' lakè ta' lopot kèya sè terro èkèntarè Rasat neng romana.,Perempuan yang sudah punya suami tidak luput juga yang ingin didatangi Rasat di rumahnya.,83,Novel Èsarepo Bèncong
1647.0,"Sakabbhinna rèng binè'sèngabâs ka Rasat ngoca' gânteng kabbhi, bâdâ kèya sè ngoca' jhâ' Rasat rèya katoronanna Nabi Yusuf.","Semua perempuan yang melihat pada Rasat berkata tampan semua, ada juga yang berkata bahwa Rasat ini keturunannya Nabi Yusuf.",83,Novel Èsarepo Bèncong
1648.0,Coma rèng-orèng sè tao ka èlmo Sorat Yusufbisa nebbhâk pangabhârân sè èyangghuy Rasat.,Cuma orang-orang yang tahu pada ilmu Surat Yusuf bisa menebak rayuan yang dipakai Rasat.,84,Novel Èsarepo Bèncong
1649.0,Tèra' bulân Rasat nemmno kasempadhân.,Terang bulan Rasat menemukan kesempatan.,84,Novel Èsarepo Bèncong
1650.0,Tareppa'en jiyâ napsona Rasat ta' bisa èlang-lang.,Kebetulan itu nafsunya Rasat tidak bisa dilerai.,84,Novel Èsarepo Bèncong
1651.0,Rasat langsong alonca'dâri romana èntar ka romana rèng binè' sè èghinaghi mancèng bi'salakè'en.,Rasat langsung melompat dari rumahnya pergi ke rumahnya perempuan yang ditinggal mancing oleh suaminya.,84,Novel Èsarepo Bèncong
1652.0,Rasat èntar ka romana Yu Sarmi.,Rasat pergi ke rumahnya Yu Sarmi.,84,Novel Èsarepo Bèncong
1653.0,Yu Sarmi rèng binè'sè pènter arabât bhâdhân.,Yu Sarmi perempuan yang pintar merawat badan.,84,Novel Èsarepo Bèncong
1654.0,Kolè'en ta' potè ta' celleng.,Kulitnya tidak putih tidak hitam.,84,Novel Èsarepo Bèncong
1655.0,Poko' la mon ngabâsaghi cè' bhungana.,Pokoknya kalau melihatnya sangat senang.,84,Novel Èsarepo Bèncong
1656.0,"Salaèn jiyâ, okoran bhâdhânna cè' mapanna.","Selain itu, ukuran badannya sangat pas.",84,Novel Èsarepo Bèncong
1657.0,Ta' koros ta' lempo.,Tidak kurus tidak gemuk.,84,Novel Èsarepo Bèncong
1658.0,Bâdâ ngara kol empa' asar.,Ada kira-kira pukul empat asar.,84,Novel Èsarepo Bèncong
1659.0,Kateppadhân romana Yu Sarmi rèya è pèngghir pancong.,Kebetulan rumahnya Yu Sarmi ini di pinggir pantai.,84,Novel Èsarepo Bèncong
1660.0,Dhâddhi mon èntara ka romana lèbât tasè'.,Jadi kalau pergi ke rumahnya lewat laut.,84,Novel Èsarepo Bèncong
1661.0,Ma'lè tadâ' rèng tao dâyyâ.,Agar tidak ada orang tahu begitu.,84,Novel Èsarepo Bèncong
